fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
900,car,0.876,94,1292,317,1552,499,MATRICULA,0.476,1438,439,1483,458,MATRICULA
900,car,0.587,106,1125,310,1182,346,,0.0,0,0,0,0,
901,car,0.866,94,1295,317,1567,505,MATRICULA,0.476,1438,439,1483,458,MATRICULA
901,car,0.58,106,1132,310,1184,346,,0.0,0,0,0,0,
902,car,0.878,94,1301,317,1583,511,MATRICULA,0.476,1438,439,1483,458,MATRICULA
902,car,0.578,106,1134,310,1186,345,,0.0,0,0,0,0,
903,car,0.898,94,1307,316,1601,520,MATRICULA,0.476,1438,439,1483,458,MATRICULA
903,car,0.593,106,1132,310,1188,346,,0.0,0,0,0,0,
903,car,0.498,110,1301,318,1343,353,,0.0,0,0,0,0,
904,car,0.916,94,1312,316,1618,526,MATRICULA,0.476,1438,439,1483,458,MATRICULA
904,car,0.553,106,1133,310,1189,345,,0.0,0,0,0,0,
904,car,0.52,110,1302,319,1344,351,,0.0,0,0,0,0,
905,car,0.916,94,1317,317,1635,532,MATRICULA,0.476,1438,439,1483,458,MATRICULA
905,car,0.546,106,1134,310,1190,346,,0.0,0,0,0,0,
905,car,0.497,110,1302,320,1344,349,,0.0,0,0,0,0,
906,car,0.884,94,1324,318,1657,539,MATRICULA,0.476,1438,439,1483,458,MATRICULA
906,car,0.571,106,1138,310,1191,346,,0.0,0,0,0,0,
906,car,0.475,110,1302,320,1342,348,,0.0,0,0,0,0,
907,car,0.895,94,1330,318,1681,546,MATRICULA,0.476,1438,439,1483,458,MATRICULA
907,car,0.644,106,1138,310,1192,346,,0.0,0,0,0,0,
907,car,0.483,110,1302,320,1343,348,,0.0,0,0,0,0,
908,car,0.89,94,1337,318,1708,557,MATRICULA,0.476,1438,439,1483,458,MATRICULA
908,car,0.68,106,1141,310,1193,346,,0.0,0,0,0,0,
908,car,0.536,110,1302,320,1343,348,,0.0,0,0,0,0,
908,car,0.513,112,1342,323,1381,350,,0.0,0,0,0,0,
909,car,0.879,94,1345,320,1735,565,MATRICULA,0.476,1438,439,1483,458,MATRICULA
909,car,0.663,106,1142,310,1194,347,,0.0,0,0,0,0,
909,car,0.564,110,1302,320,1344,348,,0.0,0,0,0,0,
909,car,0.509,112,1343,322,1382,352,,0.0,0,0,0,0,
909,car,0.584,113,1348,323,1398,356,,0.0,0,0,0,0,
910,car,0.889,94,1353,321,1765,574,MATRICULA,0.476,1438,439,1483,458,MATRICULA
910,car,0.656,106,1141,310,1196,347,,0.0,0,0,0,0,
910,car,0.564,110,1302,319,1345,348,,0.0,0,0,0,0,
910,car,0.518,112,1344,321,1383,351,,0.0,0,0,0,0,
910,car,0.523,113,1349,323,1399,356,,0.0,0,0,0,0,
910,car,0.415,114,1242,317,1279,342,,0.0,0,0,0,0,
911,car,0.9,94,1361,321,1798,581,MATRICULA,0.476,1438,439,1483,458,MATRICULA
911,car,0.567,106,1148,311,1196,348,,0.0,0,0,0,0,
911,car,0.547,110,1302,319,1345,347,,0.0,0,0,0,0,
911,car,0.488,112,1344,321,1383,351,,0.0,0,0,0,0,
911,car,0.462,113,1350,324,1398,356,,0.0,0,0,0,0,
912,car,0.92,94,1372,322,1835,593,MATRICULA,0.476,1438,439,1483,458,MATRICULA
912,car,0.552,106,1150,311,1198,348,,0.0,0,0,0,0,
912,car,0.549,110,1302,319,1345,348,,0.0,0,0,0,0,
912,car,0.553,112,1344,322,1384,351,,0.0,0,0,0,0,
912,car,0.48,113,1359,324,1397,357,,0.0,0,0,0,0,
912,car,0.467,91,1381,326,1430,361,,0.0,0,0,0,0,
912,car,0.403,114,1241,316,1277,342,,0.0,0,0,0,0,
913,car,0.913,94,1383,323,1874,603,MATRICULA,0.476,1438,439,1483,458,MATRICULA
913,car,0.584,106,1153,311,1199,348,,0.0,0,0,0,0,
913,car,0.535,110,1302,319,1345,348,,0.0,0,0,0,0,
913,car,0.581,112,1344,322,1386,352,,0.0,0,0,0,0,
913,car,0.504,113,1360,324,1395,357,,0.0,0,0,0,0,
913,car,0.5,91,1381,325,1439,361,,0.0,0,0,0,0,
914,car,0.909,94,1396,322,1909,617,MATRICULA,0.476,1438,439,1483,458,MATRICULA
914,car,0.562,106,1154,311,1199,348,,0.0,0,0,0,0,
914,car,0.544,110,1303,320,1345,349,,0.0,0,0,0,0,
914,car,0.6,112,1344,321,1386,352,,0.0,0,0,0,0,
914,car,0.546,113,1362,323,1396,356,,0.0,0,0,0,0,
914,car,0.536,91,1383,324,1440,361,,0.0,0,0,0,0,
914,person,0.491,115,909,294,941,364,,0.0,0,0,0,0,
914,car,0.513,96,1389,324,1465,375,,0.0,0,0,0,0,
914,car,0.404,114,1242,316,1278,342,,0.0,0,0,0,0,
915,car,0.917,94,1408,323,1920,629,MATRICULA,0.476,1438,439,1483,458,MATRICULA
915,car,0.61,106,1155,311,1200,348,,0.0,0,0,0,0,
915,car,0.541,110,1302,320,1345,349,,0.0,0,0,0,0,
915,car,0.6,112,1344,321,1386,353,,0.0,0,0,0,0,
915,car,0.553,113,1363,323,1396,357,,0.0,0,0,0,0,
915,car,0.509,91,1383,324,1438,360,,0.0,0,0,0,0,
915,car,0.513,96,1394,324,1472,376,,0.0,0,0,0,0,
915,car,0.421,114,1242,316,1278,342,,0.0,0,0,0,0,
916,car,0.919,94,1423,322,1920,643,MATRICULA,0.476,1438,439,1483,458,MATRICULA
916,car,0.629,106,1156,311,1202,347,,0.0,0,0,0,0,
916,car,0.532,110,1303,320,1345,349,,0.0,0,0,0,0,
916,car,0.601,112,1344,321,1386,353,,0.0,0,0,0,0,
916,car,0.545,113,1363,323,1396,357,,0.0,0,0,0,0,
916,car,0.475,91,1384,324,1437,360,,0.0,0,0,0,0,
916,car,0.416,96,1396,324,1466,376,,0.0,0,0,0,0,
916,car,0.433,114,1242,316,1277,342,,0.0,0,0,0,0,
916,car,0.43,117,1388,324,1453,370,,0.0,0,0,0,0,
916,car,0.54,86,1425,324,1512,380,,0.0,0,0,0,0,
917,car,0.926,94,1439,323,1920,661,MATRICULA,0.476,1438,439,1483,458,MATRICULA
917,car,0.643,106,1156,311,1203,347,,0.0,0,0,0,0,
917,car,0.534,110,1302,320,1345,349,,0.0,0,0,0,0,
917,car,0.592,112,1344,321,1386,353,,0.0,0,0,0,0,
917,car,0.542,113,1364,323,1397,357,,0.0,0,0,0,0,
917,car,0.485,91,1384,324,1437,360,,0.0,0,0,0,0,
917,car,0.429,114,1242,316,1278,342,,0.0,0,0,0,0,
917,car,0.44,117,1387,323,1453,368,,0.0,0,0,0,0,
917,car,0.515,86,1427,324,1514,380,,0.0,0,0,0,0,
918,car,0.933,94,1456,324,1920,679,MATRICULA,0.476,1438,439,1483,458,MATRICULA
918,car,0.654,106,1157,311,1203,347,,0.0,0,0,0,0,
918,car,0.536,110,1302,320,1345,349,,0.0,0,0,0,0,
918,car,0.592,112,1344,321,1386,353,,0.0,0,0,0,0,
918,car,0.54,113,1365,323,1397,357,,0.0,0,0,0,0,
918,car,0.506,91,1384,324,1437,360,,0.0,0,0,0,0,
918,car,0.433,114,1242,316,1278,341,,0.0,0,0,0,0,
918,car,0.466,117,1387,323,1450,368,,0.0,0,0,0,0,
918,car,0.569,86,1429,324,1514,380,,0.0,0,0,0,0,
919,car,0.927,94,1476,327,1920,701,MATRICULA,0.476,1438,439,1483,458,MATRICULA
919,car,0.638,106,1157,311,1204,346,,0.0,0,0,0,0,
919,car,0.537,110,1302,320,1345,348,,0.0,0,0,0,0,
919,car,0.583,112,1344,321,1386,353,,0.0,0,0,0,0,
919,car,0.529,113,1365,323,1396,357,,0.0,0,0,0,0,
919,car,0.494,91,1383,324,1437,361,,0.0,0,0,0,0,
919,car,0.425,114,1243,316,1279,342,,0.0,0,0,0,0,
919,car,0.444,117,1387,323,1450,369,,0.0,0,0,0,0,
919,car,0.587,86,1430,324,1513,380,,0.0,0,0,0,0,
920,car,0.941,94,1498,329,1920,718,MATRICULA,0.476,1438,439,1483,458,MATRICULA
920,car,0.583,106,1157,311,1204,346,,0.0,0,0,0,0,
920,car,0.54,110,1302,319,1345,348,,0.0,0,0,0,0,
920,car,0.587,112,1344,321,1385,353,,0.0,0,0,0,0,
920,car,0.528,113,1364,323,1396,357,,0.0,0,0,0,0,
920,car,0.499,91,1383,324,1436,361,,0.0,0,0,0,0,
920,car,0.41,114,1243,316,1279,341,,0.0,0,0,0,0,
920,car,0.45,117,1386,323,1449,368,,0.0,0,0,0,0,
920,car,0.608,86,1430,324,1513,380,,0.0,0,0,0,0,
921,car,0.927,94,1521,331,1920,743,MATRICULA,0.476,1438,439,1483,458,MATRICULA
921,car,0.614,106,1158,311,1205,347,,0.0,0,0,0,0,
921,car,0.546,110,1302,319,1345,348,,0.0,0,0,0,0,
921,car,0.591,112,1344,321,1385,352,,0.0,0,0,0,0,
921,car,0.533,113,1365,323,1396,357,,0.0,0,0,0,0,
921,car,0.507,91,1383,324,1437,360,,0.0,0,0,0,0,
921,car,0.456,117,1386,324,1448,368,,0.0,0,0,0,0,
921,car,0.596,86,1431,324,1513,381,,0.0,0,0,0,0,
922,car,0.933,94,1546,334,1920,770,MATRICULA,0.476,1438,439,1483,458,MATRICULA
922,car,0.657,106,1159,311,1206,348,,0.0,0,0,0,0,
922,car,0.538,110,1302,319,1345,348,,0.0,0,0,0,0,
922,car,0.591,112,1343,321,1385,352,,0.0,0,0,0,0,
922,car,0.518,113,1365,323,1396,357,,0.0,0,0,0,0,
922,car,0.492,91,1383,324,1436,360,,0.0,0,0,0,0,
922,car,0.432,117,1386,324,1449,367,,0.0,0,0,0,0,
922,car,0.612,86,1430,325,1513,381,,0.0,0,0,0,0,
922,car,0.404,114,1243,316,1279,342,,0.0,0,0,0,0,
923,car,0.937,94,1575,334,1920,752,MATRICULA,0.476,1438,439,1483,458,MATRICULA
923,car,0.653,106,1159,311,1206,348,,0.0,0,0,0,0,
923,car,0.54,110,1302,319,1345,348,,0.0,0,0,0,0,
923,car,0.582,112,1344,321,1385,352,,0.0,0,0,0,0,
923,car,0.521,113,1365,323,1396,357,,0.0,0,0,0,0,
923,car,0.494,91,1383,324,1436,360,,0.0,0,0,0,0,
923,car,0.438,117,1386,324,1448,367,,0.0,0,0,0,0,
923,car,0.614,86,1430,325,1513,381,,0.0,0,0,0,0,
924,car,0.929,94,1606,337,1920,736,MATRICULA,0.476,1438,439,1483,458,MATRICULA
924,car,0.676,106,1159,310,1206,348,,0.0,0,0,0,0,
924,car,0.536,110,1303,319,1344,348,,0.0,0,0,0,0,
924,car,0.589,112,1344,322,1385,352,,0.0,0,0,0,0,
924,car,0.523,113,1364,323,1396,357,,0.0,0,0,0,0,
924,car,0.501,91,1383,324,1437,361,,0.0,0,0,0,0,
924,car,0.477,117,1386,324,1448,368,,0.0,0,0,0,0,
924,car,0.588,86,1431,325,1513,380,,0.0,0,0,0,0,
925,car,0.905,94,1643,342,1920,727,MATRICULA,0.476,1438,439,1483,458,MATRICULA
925,car,0.699,106,1159,309,1207,348,,0.0,0,0,0,0,
925,car,0.543,110,1303,319,1344,348,,0.0,0,0,0,0,
925,car,0.587,112,1344,322,1385,352,,0.0,0,0,0,0,
925,car,0.526,113,1364,323,1396,356,,0.0,0,0,0,0,
925,car,0.5,91,1383,324,1438,361,,0.0,0,0,0,0,
925,car,0.464,117,1386,324,1449,368,,0.0,0,0,0,0,
925,car,0.571,86,1431,325,1513,380,,0.0,0,0,0,0,
926,car,0.887,94,1686,348,1920,724,MATRICULA,0.476,1438,439,1483,458,MATRICULA
926,car,0.718,106,1158,309,1207,348,,0.0,0,0,0,0,
926,car,0.556,110,1303,319,1344,348,,0.0,0,0,0,0,
926,car,0.58,112,1344,322,1385,352,,0.0,0,0,0,0,
926,car,0.53,113,1366,323,1397,357,,0.0,0,0,0,0,
926,car,0.49,91,1383,324,1438,361,,0.0,0,0,0,0,
926,car,0.493,117,1387,324,1449,369,,0.0,0,0,0,0,
926,car,0.558,86,1432,325,1513,380,,0.0,0,0,0,0,
927,car,0.886,94,1732,371,1920,732,MATRICULA,0.476,1438,439,1483,458,MATRICULA
927,car,0.716,106,1157,308,1208,348,,0.0,0,0,0,0,
927,car,0.552,110,1303,319,1344,348,,0.0,0,0,0,0,
927,car,0.584,112,1344,322,1386,353,,0.0,0,0,0,0,
927,car,0.533,113,1367,323,1397,357,,0.0,0,0,0,0,
927,car,0.491,91,1383,324,1439,361,,0.0,0,0,0,0,
927,car,0.483,117,1387,324,1449,369,,0.0,0,0,0,0,
927,car,0.558,86,1432,325,1513,379,,0.0,0,0,0,0,
928,car,0.78,94,1783,413,1920,750,MATRICULA,0.476,1438,439,1483,458,MATRICULA
928,car,0.722,106,1156,307,1208,348,,0.0,0,0,0,0,
928,car,0.552,110,1303,319,1344,348,,0.0,0,0,0,0,
928,car,0.565,112,1344,322,1385,353,,0.0,0,0,0,0,
928,car,0.51,113,1368,323,1397,357,,0.0,0,0,0,0,
928,car,0.479,91,1383,324,1439,361,,0.0,0,0,0,0,
928,car,0.47,117,1387,324,1450,369,,0.0,0,0,0,0,
928,car,0.535,86,1432,325,1513,379,,0.0,0,0,0,0,
929,motorcycle,0.531,94,1841,452,1920,768,MATRICULA,0.476,1438,439,1483,458,MATRICULA
929,car,0.767,106,1156,307,1209,349,,0.0,0,0,0,0,
929,car,0.56,110,1303,319,1344,348,,0.0,0,0,0,0,
929,car,0.572,112,1344,321,1385,353,,0.0,0,0,0,0,
929,car,0.531,113,1368,323,1398,357,,0.0,0,0,0,0,
929,car,0.479,91,1383,324,1438,361,,0.0,0,0,0,0,
929,car,0.466,117,1387,323,1450,369,,0.0,0,0,0,0,
929,car,0.529,86,1432,325,1514,379,,0.0,0,0,0,0,
930,car,0.774,106,1156,307,1209,350,,0.0,0,0,0,0,
930,car,0.567,110,1303,319,1344,348,,0.0,0,0,0,0,
930,car,0.583,112,1343,321,1385,353,,0.0,0,0,0,0,
930,car,0.536,113,1368,323,1398,357,,0.0,0,0,0,0,
930,car,0.495,91,1383,324,1438,361,,0.0,0,0,0,0,
930,car,0.48,117,1387,323,1450,369,,0.0,0,0,0,0,
930,car,0.55,86,1432,325,1514,379,,0.0,0,0,0,0,
930,car,0.406,120,1213,319,1248,344,,0.0,0,0,0,0,
931,car,0.771,106,1156,306,1209,350,,0.0,0,0,0,0,
931,car,0.563,110,1303,319,1344,348,,0.0,0,0,0,0,
931,car,0.592,112,1344,321,1385,353,,0.0,0,0,0,0,
931,car,0.551,113,1368,323,1398,357,,0.0,0,0,0,0,
931,car,0.492,91,1383,324,1438,361,,0.0,0,0,0,0,
931,car,0.484,117,1387,324,1451,369,,0.0,0,0,0,0,
931,car,0.551,86,1432,325,1514,379,,0.0,0,0,0,0,
932,car,0.75,106,1156,305,1210,350,,0.0,0,0,0,0,
932,car,0.562,110,1303,319,1344,348,,0.0,0,0,0,0,
932,car,0.58,112,1343,321,1384,353,,0.0,0,0,0,0,
932,car,0.547,113,1369,323,1399,357,,0.0,0,0,0,0,
932,car,0.5,91,1383,324,1438,361,,0.0,0,0,0,0,
932,car,0.482,117,1387,323,1451,369,,0.0,0,0,0,0,
932,car,0.558,86,1433,324,1514,379,,0.0,0,0,0,0,
933,car,0.74,106,1157,305,1211,351,,0.0,0,0,0,0,
933,car,0.562,110,1302,319,1344,348,,0.0,0,0,0,0,
933,car,0.584,112,1343,321,1385,353,,0.0,0,0,0,0,
933,car,0.544,113,1368,323,1398,357,,0.0,0,0,0,0,
933,car,0.491,91,1383,324,1437,360,,0.0,0,0,0,0,
933,car,0.474,117,1387,323,1451,369,,0.0,0,0,0,0,
933,car,0.545,86,1433,324,1513,378,,0.0,0,0,0,0,
934,car,0.731,106,1156,304,1211,350,,0.0,0,0,0,0,
934,car,0.559,110,1302,319,1344,348,,0.0,0,0,0,0,
934,car,0.578,112,1343,321,1384,353,,0.0,0,0,0,0,
934,car,0.543,113,1369,323,1399,357,,0.0,0,0,0,0,
934,car,0.505,91,1383,324,1437,360,,0.0,0,0,0,0,
934,car,0.479,117,1387,323,1451,369,,0.0,0,0,0,0,
934,car,0.544,86,1433,324,1514,378,,0.0,0,0,0,0,
935,car,0.727,106,1156,304,1211,351,,0.0,0,0,0,0,
935,car,0.563,110,1302,319,1345,348,,0.0,0,0,0,0,
935,car,0.581,112,1343,321,1384,353,,0.0,0,0,0,0,
935,car,0.544,113,1369,323,1399,357,,0.0,0,0,0,0,
935,car,0.508,91,1383,324,1436,360,,0.0,0,0,0,0,
935,car,0.475,117,1387,323,1451,369,,0.0,0,0,0,0,
935,car,0.531,86,1433,324,1514,378,,0.0,0,0,0,0,
936,car,0.738,106,1156,305,1211,351,,0.0,0,0,0,0,
936,car,0.575,110,1302,319,1344,348,,0.0,0,0,0,0,
936,car,0.572,112,1343,321,1385,353,,0.0,0,0,0,0,
936,car,0.563,113,1367,323,1398,357,,0.0,0,0,0,0,
936,car,0.498,91,1384,324,1435,360,,0.0,0,0,0,0,
936,car,0.465,117,1387,323,1453,369,,0.0,0,0,0,0,
936,car,0.521,86,1433,324,1513,377,,0.0,0,0,0,0,
936,car,0.412,114,1244,313,1283,341,,0.0,0,0,0,0,
937,car,0.756,106,1156,305,1211,352,,0.0,0,0,0,0,
937,car,0.581,110,1302,319,1344,348,,0.0,0,0,0,0,
937,car,0.558,112,1343,321,1383,353,,0.0,0,0,0,0,
937,car,0.585,113,1367,323,1399,357,,0.0,0,0,0,0,
937,car,0.492,91,1384,324,1436,361,,0.0,0,0,0,0,
937,car,0.485,117,1387,323,1453,370,,0.0,0,0,0,0,
937,car,0.505,86,1434,324,1513,377,,0.0,0,0,0,0,
937,car,0.42,114,1244,313,1283,341,,0.0,0,0,0,0,
938,car,0.759,106,1156,305,1212,352,,0.0,0,0,0,0,
938,car,0.581,110,1302,319,1344,348,,0.0,0,0,0,0,
938,car,0.573,112,1343,321,1383,353,,0.0,0,0,0,0,
938,car,0.566,113,1367,323,1399,357,,0.0,0,0,0,0,
938,car,0.498,91,1384,324,1436,361,,0.0,0,0,0,0,
938,car,0.469,117,1387,323,1454,370,,0.0,0,0,0,0,
938,car,0.507,86,1434,324,1513,377,,0.0,0,0,0,0,
938,car,0.432,114,1244,313,1283,341,,0.0,0,0,0,0,
939,car,0.76,106,1156,305,1212,352,,0.0,0,0,0,0,
939,car,0.579,110,1302,319,1344,348,,0.0,0,0,0,0,
939,car,0.577,112,1344,321,1384,353,,0.0,0,0,0,0,
939,car,0.579,113,1365,323,1399,357,,0.0,0,0,0,0,
939,car,0.497,91,1384,324,1437,361,,0.0,0,0,0,0,
939,car,0.47,117,1387,323,1454,370,,0.0,0,0,0,0,
939,car,0.523,86,1434,324,1513,377,,0.0,0,0,0,0,
939,car,0.465,114,1244,313,1284,341,,0.0,0,0,0,0,
940,car,0.772,106,1155,306,1212,352,,0.0,0,0,0,0,
940,car,0.574,110,1302,319,1344,348,,0.0,0,0,0,0,
940,car,0.58,112,1344,321,1384,353,,0.0,0,0,0,0,
940,car,0.573,113,1366,323,1399,357,,0.0,0,0,0,0,
940,car,0.497,91,1384,324,1436,361,,0.0,0,0,0,0,
940,car,0.476,117,1388,323,1454,370,,0.0,0,0,0,0,
940,car,0.521,86,1434,324,1513,377,,0.0,0,0,0,0,
940,car,0.452,114,1244,313,1284,341,,0.0,0,0,0,0,
941,car,0.758,106,1155,305,1213,353,,0.0,0,0,0,0,
941,car,0.58,110,1302,319,1344,348,,0.0,0,0,0,0,
941,car,0.585,112,1344,321,1383,353,,0.0,0,0,0,0,
941,car,0.575,113,1366,323,1399,357,,0.0,0,0,0,0,
941,car,0.507,91,1384,324,1436,361,,0.0,0,0,0,0,
941,car,0.478,117,1388,323,1453,370,,0.0,0,0,0,0,
941,car,0.521,86,1434,324,1513,377,,0.0,0,0,0,0,
941,car,0.473,114,1244,313,1284,341,,0.0,0,0,0,0,
942,car,0.743,106,1155,305,1213,353,,0.0,0,0,0,0,
942,car,0.58,110,1302,319,1344,348,,0.0,0,0,0,0,
942,car,0.57,112,1343,321,1381,353,,0.0,0,0,0,0,
942,car,0.57,113,1367,323,1400,357,,0.0,0,0,0,0,
942,car,0.516,91,1385,324,1437,361,,0.0,0,0,0,0,
942,car,0.486,117,1388,323,1453,370,,0.0,0,0,0,0,
942,car,0.53,86,1434,324,1513,377,,0.0,0,0,0,0,
942,car,0.497,114,1243,314,1285,341,,0.0,0,0,0,0,
943,car,0.75,106,1154,305,1214,353,,0.0,0,0,0,0,
943,car,0.572,110,1302,319,1344,348,,0.0,0,0,0,0,
943,car,0.585,112,1343,321,1382,353,,0.0,0,0,0,0,
943,car,0.571,113,1367,323,1399,357,,0.0,0,0,0,0,
943,car,0.508,91,1384,324,1436,361,,0.0,0,0,0,0,
943,car,0.476,117,1387,323,1453,370,,0.0,0,0,0,0,
943,car,0.528,86,1434,324,1513,377,,0.0,0,0,0,0,
943,car,0.474,114,1244,314,1284,341,,0.0,0,0,0,0,
944,car,0.742,106,1154,305,1214,354,,0.0,0,0,0,0,
944,car,0.575,110,1302,319,1344,348,,0.0,0,0,0,0,
944,car,0.587,112,1343,321,1383,353,,0.0,0,0,0,0,
944,car,0.571,113,1367,323,1399,357,,0.0,0,0,0,0,
944,car,0.505,91,1384,324,1436,361,,0.0,0,0,0,0,
944,car,0.47,117,1387,323,1454,370,,0.0,0,0,0,0,
944,car,0.536,86,1434,324,1513,378,,0.0,0,0,0,0,
944,car,0.473,114,1244,314,1283,340,,0.0,0,0,0,0,
945,car,0.753,106,1154,304,1214,354,,0.0,0,0,0,0,
945,car,0.583,110,1301,319,1344,348,,0.0,0,0,0,0,
945,car,0.583,112,1343,321,1382,353,,0.0,0,0,0,0,
945,car,0.575,113,1367,323,1399,357,,0.0,0,0,0,0,
945,car,0.511,91,1384,324,1435,361,,0.0,0,0,0,0,
945,car,0.471,117,1387,323,1453,369,,0.0,0,0,0,0,
945,car,0.54,86,1434,324,1513,378,,0.0,0,0,0,0,
945,car,0.472,114,1244,314,1282,340,,0.0,0,0,0,0,
946,car,0.749,106,1155,304,1214,354,,0.0,0,0,0,0,
946,car,0.58,110,1302,319,1344,348,,0.0,0,0,0,0,
946,car,0.583,112,1343,321,1382,353,,0.0,0,0,0,0,
946,car,0.566,113,1368,323,1399,357,,0.0,0,0,0,0,
946,car,0.51,91,1384,324,1435,361,,0.0,0,0,0,0,
946,car,0.464,117,1387,323,1453,369,,0.0,0,0,0,0,
946,car,0.533,86,1435,324,1513,377,,0.0,0,0,0,0,
946,car,0.463,114,1244,314,1281,340,,0.0,0,0,0,0,
947,car,0.757,106,1154,304,1213,355,,0.0,0,0,0,0,
947,car,0.575,110,1302,319,1344,348,,0.0,0,0,0,0,
947,car,0.588,112,1343,321,1383,352,,0.0,0,0,0,0,
947,car,0.568,113,1368,323,1399,357,,0.0,0,0,0,0,
947,car,0.513,91,1384,324,1435,361,,0.0,0,0,0,0,
947,car,0.47,117,1387,323,1453,369,,0.0,0,0,0,0,
947,car,0.541,86,1435,324,1513,378,,0.0,0,0,0,0,
947,car,0.472,114,1244,314,1280,340,,0.0,0,0,0,0,
948,car,0.75,106,1154,304,1214,355,,0.0,0,0,0,0,
948,car,0.59,110,1302,319,1344,348,,0.0,0,0,0,0,
948,car,0.592,112,1343,321,1384,352,,0.0,0,0,0,0,
948,car,0.578,113,1367,323,1399,357,,0.0,0,0,0,0,
948,car,0.507,91,1384,324,1435,361,,0.0,0,0,0,0,
948,car,0.475,117,1387,323,1453,369,,0.0,0,0,0,0,
948,car,0.546,86,1435,324,1513,378,,0.0,0,0,0,0,
948,car,0.421,114,1243,314,1279,340,,0.0,0,0,0,0,
949,car,0.753,106,1153,304,1214,356,,0.0,0,0,0,0,
949,car,0.584,110,1302,319,1345,348,,0.0,0,0,0,0,
949,car,0.582,112,1343,321,1384,352,,0.0,0,0,0,0,
949,car,0.578,113,1367,323,1399,357,,0.0,0,0,0,0,
949,car,0.512,91,1384,324,1434,361,,0.0,0,0,0,0,
949,car,0.462,117,1387,323,1452,369,,0.0,0,0,0,0,
949,car,0.552,86,1435,324,1513,378,,0.0,0,0,0,0,
949,car,0.438,114,1244,314,1280,340,,0.0,0,0,0,0,
950,car,0.745,106,1152,304,1215,356,,0.0,0,0,0,0,
950,car,0.588,110,1302,319,1345,348,,0.0,0,0,0,0,
950,car,0.577,112,1344,321,1384,352,,0.0,0,0,0,0,
950,car,0.57,113,1367,323,1399,357,,0.0,0,0,0,0,
950,car,0.5,91,1384,324,1435,361,,0.0,0,0,0,0,
950,car,0.475,117,1387,323,1453,370,,0.0,0,0,0,0,
950,car,0.528,86,1435,323,1513,378,,0.0,0,0,0,0,
950,car,0.434,114,1243,314,1281,340,,0.0,0,0,0,0,
950,person,0.486,121,933,297,965,365,,0.0,0,0,0,0,
951,car,0.738,106,1152,305,1215,356,,0.0,0,0,0,0,
951,car,0.587,110,1302,319,1345,348,,0.0,0,0,0,0,
951,car,0.591,112,1344,321,1385,352,,0.0,0,0,0,0,
951,car,0.578,113,1366,323,1399,357,,0.0,0,0,0,0,
951,car,0.496,91,1384,324,1435,361,,0.0,0,0,0,0,
951,car,0.47,117,1387,323,1454,370,,0.0,0,0,0,0,
951,car,0.527,86,1434,323,1513,378,,0.0,0,0,0,0,
951,car,0.429,114,1243,314,1281,339,,0.0,0,0,0,0,
951,person,0.504,121,933,295,966,365,,0.0,0,0,0,0,
952,car,0.728,106,1151,304,1214,357,,0.0,0,0,0,0,
952,car,0.588,110,1302,319,1345,348,,0.0,0,0,0,0,
952,car,0.585,112,1344,321,1385,352,,0.0,0,0,0,0,
952,car,0.572,113,1366,323,1398,357,,0.0,0,0,0,0,
952,car,0.508,91,1384,324,1435,361,,0.0,0,0,0,0,
952,car,0.473,117,1387,323,1454,369,,0.0,0,0,0,0,
952,car,0.538,86,1434,323,1513,378,,0.0,0,0,0,0,
952,car,0.428,114,1243,314,1282,339,,0.0,0,0,0,0,
952,person,0.484,121,934,294,966,365,,0.0,0,0,0,0,
953,car,0.736,106,1151,304,1214,358,,0.0,0,0,0,0,
953,car,0.594,110,1302,319,1345,348,,0.0,0,0,0,0,
953,car,0.59,112,1344,321,1384,352,,0.0,0,0,0,0,
953,car,0.584,113,1366,323,1399,357,,0.0,0,0,0,0,
953,car,0.505,91,1384,324,1435,361,,0.0,0,0,0,0,
953,car,0.476,117,1387,323,1453,370,,0.0,0,0,0,0,
953,car,0.542,86,1434,323,1513,378,,0.0,0,0,0,0,
953,car,0.442,114,1244,314,1282,339,,0.0,0,0,0,0,
954,car,0.729,106,1150,304,1213,358,,0.0,0,0,0,0,
954,car,0.601,110,1302,319,1345,348,,0.0,0,0,0,0,
954,car,0.593,112,1344,321,1385,352,,0.0,0,0,0,0,
954,car,0.588,113,1365,323,1399,357,,0.0,0,0,0,0,
954,car,0.498,91,1384,324,1435,361,,0.0,0,0,0,0,
954,car,0.471,117,1387,323,1453,369,,0.0,0,0,0,0,
954,car,0.543,86,1434,323,1513,379,,0.0,0,0,0,0,
954,car,0.424,114,1244,313,1283,339,,0.0,0,0,0,0,
954,person,0.457,121,933,294,967,365,,0.0,0,0,0,0,
955,car,0.703,106,1149,305,1213,358,,0.0,0,0,0,0,
955,car,0.601,110,1302,319,1345,348,,0.0,0,0,0,0,
955,car,0.59,112,1344,321,1385,352,,0.0,0,0,0,0,
955,car,0.579,113,1365,323,1399,357,,0.0,0,0,0,0,
955,car,0.505,91,1384,324,1435,361,,0.0,0,0,0,0,
955,car,0.476,117,1387,323,1452,369,,0.0,0,0,0,0,
955,car,0.552,86,1434,323,1513,379,,0.0,0,0,0,0,
955,person,0.428,121,933,295,967,365,,0.0,0,0,0,0,
