fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
139,bus,0.7,1,1284,249,1405,368,MATRICULA,0.484,1588,379,1634,392,MATRICULA
140,car,0.693,5,1420,320,1515,382,,0.0,0,0,0,0,
140,person,0.862,6,196,262,288,469,,0.0,0,0,0,0,
140,car,0.447,14,1390,323,1458,372,,0.0,0,0,0,0,
140,car,0.405,9,1237,316,1280,344,,0.0,0,0,0,0,
140,bus,0.701,1,1283,249,1403,367,MATRICULA,0.484,1588,379,1634,392,MATRICULA
141,car,0.691,5,1420,321,1515,382,,0.0,0,0,0,0,
141,person,0.859,6,200,257,289,468,,0.0,0,0,0,0,
141,car,0.439,14,1387,323,1459,372,,0.0,0,0,0,0,
141,car,0.429,9,1237,316,1280,344,,0.0,0,0,0,0,
141,truck,0.534,1,1281,249,1402,367,MATRICULA,0.484,1588,379,1634,392,MATRICULA
142,car,0.684,5,1422,321,1514,381,,0.0,0,0,0,0,
142,person,0.838,6,205,255,290,467,,0.0,0,0,0,0,
142,car,0.425,14,1384,323,1463,372,,0.0,0,0,0,0,
142,car,0.412,9,1236,316,1279,344,,0.0,0,0,0,0,
142,truck,0.569,1,1279,248,1400,367,MATRICULA,0.484,1588,379,1634,392,MATRICULA
142,bus,0.492,18,1280,250,1397,367,,0.0,0,0,0,0,
143,car,0.69,5,1423,321,1516,382,,0.0,0,0,0,0,
143,person,0.821,6,212,255,290,465,,0.0,0,0,0,0,
143,car,0.419,14,1383,323,1462,372,,0.0,0,0,0,0,
143,truck,0.524,1,1278,248,1398,367,MATRICULA,0.484,1588,379,1634,392,MATRICULA
143,bus,0.541,18,1279,249,1395,366,,0.0,0,0,0,0,
144,car,0.671,5,1424,322,1516,382,,0.0,0,0,0,0,
144,person,0.826,6,221,248,292,464,,0.0,0,0,0,0,
144,car,0.405,14,1382,323,1462,372,,0.0,0,0,0,0,
144,truck,0.533,1,1277,248,1397,366,MATRICULA,0.484,1588,379,1634,392,MATRICULA
144,bus,0.563,18,1278,249,1393,365,,0.0,0,0,0,0,
145,car,0.662,5,1425,322,1516,382,,0.0,0,0,0,0,
145,person,0.797,6,229,245,294,462,,0.0,0,0,0,0,
145,car,0.46,14,1382,324,1451,368,,0.0,0,0,0,0,
145,bus,0.64,1,1277,248,1395,365,MATRICULA,0.484,1588,379,1634,392,MATRICULA
146,car,0.616,5,1425,322,1515,381,,0.0,0,0,0,0,
146,person,0.799,6,233,244,296,461,,0.0,0,0,0,0,
146,car,0.428,14,1384,324,1446,366,,0.0,0,0,0,0,
146,bus,0.598,1,1277,249,1393,365,MATRICULA,0.484,1588,379,1634,392,MATRICULA
147,car,0.559,5,1425,322,1512,381,,0.0,0,0,0,0,
147,car,0.502,14,1382,324,1446,366,,0.0,0,0,0,0,
147,bus,0.636,1,1276,249,1393,365,MATRICULA,0.484,1588,379,1634,392,MATRICULA
148,car,0.556,5,1426,322,1510,380,,0.0,0,0,0,0,
148,car,0.548,14,1382,323,1444,365,,0.0,0,0,0,0,
148,bus,0.716,1,1276,250,1392,365,MATRICULA,0.484,1588,379,1634,392,MATRICULA
149,car,0.575,5,1426,322,1511,381,,0.0,0,0,0,0,
149,car,0.555,14,1381,323,1442,365,,0.0,0,0,0,0,
149,bus,0.738,1,1276,250,1392,365,MATRICULA,0.484,1588,379,1634,392,MATRICULA
149,person,0.8,6,241,241,308,460,,0.0,0,0,0,0,
150,car,0.581,5,1426,323,1511,381,,0.0,0,0,0,0,
150,car,0.591,14,1381,323,1440,364,,0.0,0,0,0,0,
150,bus,0.752,1,1275,250,1391,364,MATRICULA,0.484,1588,379,1634,392,MATRICULA
150,car,0.419,20,1382,323,1454,371,,0.0,0,0,0,0,
150,person,0.793,6,243,246,316,460,,0.0,0,0,0,0,
151,car,0.559,5,1426,323,1509,381,,0.0,0,0,0,0,
151,car,0.551,14,1381,323,1438,364,,0.0,0,0,0,0,
151,bus,0.777,1,1274,250,1389,364,MATRICULA,0.484,1588,379,1634,392,MATRICULA
151,car,0.406,20,1383,323,1454,371,,0.0,0,0,0,0,
151,person,0.773,6,244,249,320,461,,0.0,0,0,0,0,
152,car,0.552,5,1426,323,1508,381,,0.0,0,0,0,0,
152,car,0.548,14,1381,323,1437,364,,0.0,0,0,0,0,
152,bus,0.825,1,1274,251,1386,364,MATRICULA,0.484,1588,379,1634,392,MATRICULA
152,car,0.411,20,1383,323,1455,371,,0.0,0,0,0,0,
152,person,0.798,6,244,251,324,460,,0.0,0,0,0,0,
153,car,0.533,5,1425,323,1507,381,,0.0,0,0,0,0,
153,car,0.582,14,1379,323,1439,365,,0.0,0,0,0,0,
153,bus,0.813,1,1274,251,1385,364,MATRICULA,0.484,1588,379,1634,392,MATRICULA
153,car,0.42,20,1380,323,1455,372,,0.0,0,0,0,0,
153,person,0.787,6,248,252,326,459,,0.0,0,0,0,0,
154,car,0.528,5,1425,323,1505,381,,0.0,0,0,0,0,
154,car,0.585,14,1377,323,1438,365,,0.0,0,0,0,0,
154,bus,0.774,1,1273,251,1384,362,MATRICULA,0.484,1588,379,1634,392,MATRICULA
154,person,0.749,6,250,256,330,459,,0.0,0,0,0,0,
155,car,0.513,5,1425,323,1504,379,,0.0,0,0,0,0,
155,car,0.598,14,1377,323,1439,365,,0.0,0,0,0,0,
155,bus,0.783,1,1272,251,1382,362,MATRICULA,0.484,1588,379,1634,392,MATRICULA
155,person,0.724,6,253,255,332,459,,0.0,0,0,0,0,
156,car,0.533,5,1425,323,1508,378,,0.0,0,0,0,0,
156,car,0.599,14,1377,324,1440,365,,0.0,0,0,0,0,
156,bus,0.756,1,1271,252,1381,362,MATRICULA,0.484,1588,379,1634,392,MATRICULA
156,person,0.798,6,259,253,335,452,,0.0,0,0,0,0,
157,car,0.57,5,1424,323,1511,379,,0.0,0,0,0,0,
157,car,0.587,14,1377,324,1439,365,,0.0,0,0,0,0,
157,bus,0.754,1,1270,252,1379,362,MATRICULA,0.484,1588,379,1634,392,MATRICULA
157,person,0.792,6,266,252,338,449,,0.0,0,0,0,0,
158,car,0.554,5,1425,323,1512,379,,0.0,0,0,0,0,
158,car,0.574,14,1377,324,1443,365,,0.0,0,0,0,0,
158,bus,0.709,1,1270,252,1378,362,MATRICULA,0.484,1588,379,1634,392,MATRICULA
158,person,0.788,6,275,246,344,450,,0.0,0,0,0,0,
159,car,0.541,5,1425,323,1512,379,,0.0,0,0,0,0,
159,car,0.563,14,1377,324,1445,365,,0.0,0,0,0,0,
159,bus,0.747,1,1271,252,1379,362,MATRICULA,0.484,1588,379,1634,392,MATRICULA
159,person,0.799,6,282,244,350,450,,0.0,0,0,0,0,
160,car,0.542,5,1425,323,1512,378,,0.0,0,0,0,0,
160,car,0.567,14,1378,324,1445,365,,0.0,0,0,0,0,
160,bus,0.783,1,1270,252,1379,362,MATRICULA,0.484,1588,379,1634,392,MATRICULA
160,person,0.804,6,289,245,356,451,,0.0,0,0,0,0,
161,car,0.532,5,1425,323,1512,378,,0.0,0,0,0,0,
161,car,0.564,14,1378,324,1447,365,,0.0,0,0,0,0,
161,bus,0.772,1,1269,252,1378,361,MATRICULA,0.484,1588,379,1634,392,MATRICULA
161,person,0.79,6,292,250,360,451,,0.0,0,0,0,0,
162,car,0.534,5,1425,323,1512,378,,0.0,0,0,0,0,
162,car,0.557,14,1379,325,1446,365,,0.0,0,0,0,0,
162,bus,0.758,1,1269,252,1377,361,MATRICULA,0.484,1588,379,1634,392,MATRICULA
162,person,0.744,6,294,257,367,452,,0.0,0,0,0,0,
163,car,0.526,5,1425,323,1513,378,,0.0,0,0,0,0,
163,car,0.543,14,1378,325,1447,365,,0.0,0,0,0,0,
163,bus,0.758,1,1269,252,1375,361,MATRICULA,0.484,1588,379,1634,392,MATRICULA
163,person,0.732,6,298,262,373,451,,0.0,0,0,0,0,
164,car,0.55,5,1424,323,1513,378,,0.0,0,0,0,0,
164,car,0.542,14,1379,325,1447,365,,0.0,0,0,0,0,
164,bus,0.784,1,1269,252,1374,361,MATRICULA,0.484,1588,379,1634,392,MATRICULA
164,person,0.804,6,301,265,379,451,,0.0,0,0,0,0,
165,car,0.553,5,1425,323,1513,378,,0.0,0,0,0,0,
165,car,0.549,14,1379,325,1446,365,,0.0,0,0,0,0,
165,bus,0.764,1,1267,254,1373,361,MATRICULA,0.484,1588,379,1634,392,MATRICULA
165,person,0.824,6,302,262,383,451,,0.0,0,0,0,0,
166,car,0.534,5,1425,323,1511,379,,0.0,0,0,0,0,
166,car,0.531,14,1379,325,1446,365,,0.0,0,0,0,0,
166,bus,0.773,1,1264,254,1371,360,MATRICULA,0.484,1588,379,1634,392,MATRICULA
166,person,0.821,6,305,262,385,451,,0.0,0,0,0,0,
167,car,0.535,5,1425,323,1510,380,,0.0,0,0,0,0,
167,car,0.553,14,1380,325,1446,365,,0.0,0,0,0,0,
167,bus,0.782,1,1263,254,1370,359,MATRICULA,0.484,1588,379,1634,392,MATRICULA
167,person,0.836,6,305,262,387,451,,0.0,0,0,0,0,
168,car,0.6,5,1425,323,1513,382,,0.0,0,0,0,0,
168,car,0.565,14,1379,324,1442,365,,0.0,0,0,0,0,
168,bus,0.794,1,1262,254,1369,358,MATRICULA,0.484,1588,379,1634,392,MATRICULA
168,person,0.854,6,308,259,388,450,,0.0,0,0,0,0,
169,car,0.589,5,1425,323,1514,382,,0.0,0,0,0,0,
169,car,0.564,14,1380,324,1441,364,,0.0,0,0,0,0,
169,bus,0.79,1,1261,254,1368,358,MATRICULA,0.484,1588,379,1634,392,MATRICULA
169,person,0.812,6,312,258,390,450,,0.0,0,0,0,0,
169,car,0.496,21,1362,320,1400,357,,0.0,0,0,0,0,
170,car,0.598,5,1425,323,1514,382,,0.0,0,0,0,0,
170,car,0.576,14,1380,324,1440,364,,0.0,0,0,0,0,
170,bus,0.773,1,1259,255,1367,358,MATRICULA,0.484,1588,379,1634,392,MATRICULA
170,person,0.769,6,318,257,393,450,,0.0,0,0,0,0,
170,car,0.509,21,1362,320,1399,357,,0.0,0,0,0,0,
171,car,0.601,5,1425,323,1514,382,,0.0,0,0,0,0,
171,car,0.571,14,1380,324,1439,363,,0.0,0,0,0,0,
171,bus,0.757,1,1258,255,1365,357,MATRICULA,0.484,1588,379,1634,392,MATRICULA
171,person,0.761,6,326,257,395,448,,0.0,0,0,0,0,
171,car,0.567,21,1361,320,1400,358,,0.0,0,0,0,0,
172,car,0.589,5,1425,323,1514,382,,0.0,0,0,0,0,
172,car,0.565,14,1381,324,1440,363,,0.0,0,0,0,0,
172,bus,0.724,1,1258,256,1364,357,MATRICULA,0.484,1588,379,1634,392,MATRICULA
172,person,0.773,6,332,259,396,447,,0.0,0,0,0,0,
172,car,0.558,21,1361,320,1399,358,,0.0,0,0,0,0,
173,car,0.588,5,1425,323,1514,382,,0.0,0,0,0,0,
173,car,0.582,14,1382,324,1439,363,,0.0,0,0,0,0,
173,bus,0.721,1,1258,257,1362,357,MATRICULA,0.484,1588,379,1634,392,MATRICULA
173,person,0.8,6,337,258,398,445,,0.0,0,0,0,0,
173,car,0.569,21,1362,321,1398,357,,0.0,0,0,0,0,
174,car,0.583,5,1426,323,1514,381,,0.0,0,0,0,0,
174,car,0.567,14,1382,324,1439,363,,0.0,0,0,0,0,
174,bus,0.722,1,1258,257,1361,357,MATRICULA,0.484,1588,379,1634,392,MATRICULA
174,person,0.607,6,341,258,401,444,,0.0,0,0,0,0,
174,car,0.562,21,1363,321,1398,357,,0.0,0,0,0,0,
175,car,0.563,5,1426,323,1514,380,,0.0,0,0,0,0,
175,car,0.56,14,1382,324,1439,363,,0.0,0,0,0,0,
175,bus,0.729,1,1257,257,1360,357,MATRICULA,0.484,1588,379,1634,392,MATRICULA
175,person,0.584,6,343,256,403,444,,0.0,0,0,0,0,
175,car,0.58,21,1361,321,1398,357,,0.0,0,0,0,0,
176,car,0.563,5,1427,323,1513,380,,0.0,0,0,0,0,
176,car,0.561,14,1382,324,1439,363,,0.0,0,0,0,0,
176,bus,0.707,1,1256,257,1359,357,MATRICULA,0.484,1588,379,1634,392,MATRICULA
176,person,0.593,6,345,262,403,445,,0.0,0,0,0,0,
176,car,0.608,21,1359,321,1398,357,,0.0,0,0,0,0,
177,car,0.537,5,1426,323,1512,381,,0.0,0,0,0,0,
177,car,0.561,14,1382,324,1438,363,,0.0,0,0,0,0,
177,bus,0.67,1,1256,257,1358,358,MATRICULA,0.484,1588,379,1634,392,MATRICULA
177,person,0.763,6,348,258,409,444,,0.0,0,0,0,0,
177,car,0.608,21,1359,321,1399,357,,0.0,0,0,0,0,
178,car,0.553,5,1426,323,1512,380,,0.0,0,0,0,0,
178,car,0.546,14,1382,324,1437,363,,0.0,0,0,0,0,
178,bus,0.683,1,1256,257,1357,358,MATRICULA,0.484,1588,379,1634,392,MATRICULA
178,person,0.801,6,348,255,413,444,,0.0,0,0,0,0,
178,car,0.617,21,1359,321,1399,356,,0.0,0,0,0,0,
179,car,0.535,5,1426,324,1511,379,,0.0,0,0,0,0,
179,car,0.548,14,1382,324,1437,363,,0.0,0,0,0,0,
179,bus,0.641,1,1256,257,1356,358,MATRICULA,0.484,1588,379,1634,392,MATRICULA
179,person,0.77,6,350,255,415,444,,0.0,0,0,0,0,
179,car,0.634,21,1360,321,1400,357,,0.0,0,0,0,0,
180,car,0.51,5,1426,324,1510,379,,0.0,0,0,0,0,
180,car,0.529,14,1382,324,1437,363,,0.0,0,0,0,0,
180,bus,0.639,1,1255,258,1355,358,MATRICULA,0.484,1588,379,1634,392,MATRICULA
180,person,0.755,6,349,255,418,443,,0.0,0,0,0,0,
180,car,0.643,21,1360,321,1401,356,,0.0,0,0,0,0,
181,car,0.498,5,1426,324,1508,379,,0.0,0,0,0,0,
181,car,0.503,14,1382,324,1437,362,,0.0,0,0,0,0,
181,bus,0.506,1,1255,259,1354,357,MATRICULA,0.484,1588,379,1634,392,MATRICULA
181,person,0.733,6,349,257,423,444,,0.0,0,0,0,0,
181,car,0.665,21,1357,321,1401,356,,0.0,0,0,0,0,
181,car,0.415,22,1349,319,1394,354,,0.0,0,0,0,0,
182,car,0.475,5,1427,324,1505,378,,0.0,0,0,0,0,
182,car,0.497,14,1382,324,1438,362,,0.0,0,0,0,0,
182,bus,0.557,1,1254,259,1354,357,MATRICULA,0.484,1588,379,1634,392,MATRICULA
182,person,0.735,6,355,259,425,443,,0.0,0,0,0,0,
182,car,0.642,21,1356,321,1401,356,,0.0,0,0,0,0,
182,car,0.428,22,1348,318,1393,354,,0.0,0,0,0,0,
182,truck,0.416,23,1254,258,1355,358,,0.0,0,0,0,0,
183,car,0.487,5,1428,324,1504,378,,0.0,0,0,0,0,
183,car,0.496,14,1383,324,1438,363,,0.0,0,0,0,0,
183,bus,0.56,1,1254,260,1353,357,MATRICULA,0.484,1588,379,1634,392,MATRICULA
183,person,0.758,6,360,262,428,442,,0.0,0,0,0,0,
183,car,0.634,21,1356,321,1401,356,,0.0,0,0,0,0,
183,car,0.429,22,1347,319,1392,354,,0.0,0,0,0,0,
183,truck,0.434,23,1254,258,1354,357,,0.0,0,0,0,0,
184,car,0.487,5,1428,324,1504,378,,0.0,0,0,0,0,
184,car,0.474,14,1382,324,1438,363,,0.0,0,0,0,0,
184,bus,0.448,1,1257,259,1351,357,MATRICULA,0.484,1588,379,1634,392,MATRICULA
184,person,0.759,6,366,263,430,440,,0.0,0,0,0,0,
184,car,0.623,21,1357,321,1401,356,,0.0,0,0,0,0,
184,car,0.439,22,1345,319,1391,354,,0.0,0,0,0,0,
184,truck,0.438,23,1254,259,1352,357,,0.0,0,0,0,0,
185,car,0.486,5,1428,324,1505,378,,0.0,0,0,0,0,
185,car,0.477,14,1382,324,1438,362,,0.0,0,0,0,0,
185,bus,0.42,1,1258,260,1350,358,MATRICULA,0.484,1588,379,1634,392,MATRICULA
185,person,0.733,6,373,261,434,439,,0.0,0,0,0,0,
185,car,0.631,21,1360,321,1401,356,,0.0,0,0,0,0,
185,car,0.467,22,1344,320,1391,354,,0.0,0,0,0,0,
185,truck,0.41,23,1254,259,1351,357,,0.0,0,0,0,0,
186,car,0.51,5,1429,324,1505,378,,0.0,0,0,0,0,
186,car,0.491,14,1383,324,1437,362,,0.0,0,0,0,0,
186,person,0.744,6,379,258,439,440,,0.0,0,0,0,0,
186,car,0.629,21,1362,321,1401,356,,0.0,0,0,0,0,
186,car,0.45,22,1344,320,1391,353,,0.0,0,0,0,0,
187,car,0.507,5,1429,324,1504,378,,0.0,0,0,0,0,
187,car,0.482,14,1383,324,1437,362,,0.0,0,0,0,0,
187,person,0.749,6,382,258,444,440,,0.0,0,0,0,0,
187,car,0.618,21,1363,322,1401,356,,0.0,0,0,0,0,
187,car,0.443,22,1345,321,1391,353,,0.0,0,0,0,0,
187,bus,0.481,1,1251,259,1350,358,MATRICULA,0.484,1588,379,1634,392,MATRICULA
188,car,0.507,5,1429,324,1504,378,,0.0,0,0,0,0,
188,car,0.482,14,1383,324,1437,362,,0.0,0,0,0,0,
188,person,0.78,6,386,257,448,438,,0.0,0,0,0,0,
188,car,0.63,21,1362,322,1400,356,,0.0,0,0,0,0,
188,car,0.49,22,1345,321,1392,353,,0.0,0,0,0,0,
188,bus,0.517,1,1251,258,1349,357,MATRICULA,0.484,1588,379,1634,392,MATRICULA
189,car,0.521,5,1429,324,1505,378,,0.0,0,0,0,0,
189,car,0.487,14,1383,324,1437,362,,0.0,0,0,0,0,
189,person,0.75,6,392,257,452,437,,0.0,0,0,0,0,
189,car,0.629,21,1361,322,1401,356,,0.0,0,0,0,0,
189,car,0.522,22,1343,321,1392,353,,0.0,0,0,0,0,
189,bus,0.413,1,1251,260,1349,356,MATRICULA,0.484,1588,379,1634,392,MATRICULA
190,car,0.515,5,1429,324,1505,378,,0.0,0,0,0,0,
190,car,0.482,14,1383,324,1437,362,,0.0,0,0,0,0,
190,person,0.724,6,395,263,458,437,,0.0,0,0,0,0,
190,car,0.634,21,1363,322,1400,356,,0.0,0,0,0,0,
190,car,0.538,22,1342,321,1391,353,,0.0,0,0,0,0,
190,bus,0.436,1,1250,261,1348,355,MATRICULA,0.484,1588,379,1634,392,MATRICULA
191,car,0.518,5,1429,324,1506,379,,0.0,0,0,0,0,
191,car,0.477,14,1383,324,1438,362,,0.0,0,0,0,0,
191,person,0.737,6,397,269,465,438,,0.0,0,0,0,0,
191,car,0.625,21,1364,322,1400,356,,0.0,0,0,0,0,
191,car,0.555,22,1341,321,1390,353,,0.0,0,0,0,0,
191,bus,0.515,1,1248,259,1346,355,MATRICULA,0.484,1588,379,1634,392,MATRICULA
192,car,0.529,5,1429,323,1508,379,,0.0,0,0,0,0,
192,car,0.458,14,1383,324,1437,362,,0.0,0,0,0,0,
192,person,0.744,6,399,271,468,438,,0.0,0,0,0,0,
192,car,0.614,21,1362,322,1399,356,,0.0,0,0,0,0,
192,car,0.575,22,1340,322,1387,353,,0.0,0,0,0,0,
193,car,0.531,5,1429,323,1509,379,,0.0,0,0,0,0,
193,car,0.458,14,1384,325,1437,362,,0.0,0,0,0,0,
193,person,0.769,6,400,275,472,438,,0.0,0,0,0,0,
193,car,0.611,21,1361,322,1398,356,,0.0,0,0,0,0,
193,car,0.595,22,1341,322,1386,353,,0.0,0,0,0,0,
193,truck,0.405,1,1246,260,1342,354,MATRICULA,0.484,1588,379,1634,392,MATRICULA
194,car,0.541,5,1429,323,1509,380,,0.0,0,0,0,0,
194,car,0.47,14,1383,325,1436,361,,0.0,0,0,0,0,
194,person,0.718,6,400,269,474,438,,0.0,0,0,0,0,
194,car,0.608,21,1362,322,1398,356,,0.0,0,0,0,0,
194,car,0.62,22,1340,322,1383,353,,0.0,0,0,0,0,
194,bus,0.438,1,1246,259,1341,355,MATRICULA,0.484,1588,379,1634,392,MATRICULA
195,car,0.545,5,1429,323,1509,380,,0.0,0,0,0,0,
195,car,0.475,14,1383,325,1436,361,,0.0,0,0,0,0,
195,person,0.722,6,401,267,476,438,,0.0,0,0,0,0,
195,car,0.607,21,1363,322,1398,356,,0.0,0,0,0,0,
195,car,0.606,22,1340,322,1381,353,,0.0,0,0,0,0,
195,bus,0.536,1,1246,260,1341,354,MATRICULA,0.484,1588,379,1634,392,MATRICULA
196,car,0.539,5,1429,323,1509,380,,0.0,0,0,0,0,
196,car,0.46,14,1383,325,1436,362,,0.0,0,0,0,0,
196,person,0.738,6,404,270,476,437,,0.0,0,0,0,0,
196,car,0.578,21,1362,323,1397,356,,0.0,0,0,0,0,
196,car,0.566,22,1341,322,1380,352,,0.0,0,0,0,0,
197,car,0.54,5,1429,323,1509,380,,0.0,0,0,0,0,
197,car,0.468,14,1383,325,1436,362,,0.0,0,0,0,0,
197,person,0.732,6,409,270,478,436,,0.0,0,0,0,0,
197,car,0.577,21,1363,323,1397,356,,0.0,0,0,0,0,
197,car,0.58,22,1342,323,1378,352,,0.0,0,0,0,0,
197,bus,0.42,1,1246,261,1339,354,MATRICULA,0.484,1588,379,1634,392,MATRICULA
198,car,0.55,5,1429,323,1510,380,,0.0,0,0,0,0,
198,car,0.466,14,1384,325,1437,362,,0.0,0,0,0,0,
198,person,0.748,6,414,269,478,435,,0.0,0,0,0,0,
198,car,0.565,21,1363,323,1397,356,,0.0,0,0,0,0,
198,car,0.56,22,1343,323,1380,352,,0.0,0,0,0,0,
199,car,0.552,5,1429,323,1510,380,,0.0,0,0,0,0,
199,car,0.454,14,1384,325,1436,361,,0.0,0,0,0,0,
199,person,0.745,6,419,270,478,432,,0.0,0,0,0,0,
199,car,0.576,21,1361,323,1397,356,,0.0,0,0,0,0,
199,car,0.547,22,1344,323,1382,352,,0.0,0,0,0,0,
200,car,0.561,5,1429,323,1510,380,,0.0,0,0,0,0,
200,car,0.474,14,1384,325,1436,361,,0.0,0,0,0,0,
200,person,0.721,6,424,268,480,432,,0.0,0,0,0,0,
200,car,0.582,21,1362,323,1397,356,,0.0,0,0,0,0,
200,car,0.554,22,1344,323,1380,352,,0.0,0,0,0,0,
201,car,0.566,5,1428,323,1510,380,,0.0,0,0,0,0,
201,car,0.479,14,1384,325,1436,361,,0.0,0,0,0,0,
201,person,0.741,6,428,263,484,431,,0.0,0,0,0,0,
201,car,0.587,21,1363,323,1397,356,,0.0,0,0,0,0,
201,car,0.573,22,1344,323,1381,352,,0.0,0,0,0,0,
201,truck,0.404,1,1248,261,1337,353,MATRICULA,0.484,1588,379,1634,392,MATRICULA
202,car,0.574,5,1428,323,1511,380,,0.0,0,0,0,0,
202,car,0.483,14,1384,325,1436,361,,0.0,0,0,0,0,
202,person,0.725,6,431,258,486,430,,0.0,0,0,0,0,
202,car,0.607,21,1363,323,1398,356,,0.0,0,0,0,0,
202,car,0.58,22,1343,323,1380,352,,0.0,0,0,0,0,
202,bus,0.487,1,1248,261,1334,353,MATRICULA,0.484,1588,379,1634,392,MATRICULA
203,car,0.576,5,1428,323,1511,380,,0.0,0,0,0,0,
203,car,0.475,14,1384,325,1436,361,,0.0,0,0,0,0,
203,car,0.592,21,1362,323,1397,356,,0.0,0,0,0,0,
203,car,0.58,22,1344,323,1380,352,,0.0,0,0,0,0,
203,bus,0.516,1,1248,261,1333,354,MATRICULA,0.484,1588,379,1634,392,MATRICULA
204,car,0.575,5,1428,323,1510,380,,0.0,0,0,0,0,
204,car,0.474,14,1384,325,1435,361,,0.0,0,0,0,0,
204,car,0.614,21,1362,323,1397,356,,0.0,0,0,0,0,
204,car,0.588,22,1344,323,1380,352,,0.0,0,0,0,0,
204,bus,0.498,1,1247,261,1332,354,MATRICULA,0.484,1588,379,1634,392,MATRICULA
204,person,0.755,6,436,261,489,430,,0.0,0,0,0,0,
205,car,0.573,5,1428,323,1509,380,,0.0,0,0,0,0,
205,car,0.475,14,1384,325,1435,361,,0.0,0,0,0,0,
205,car,0.608,21,1362,323,1397,356,,0.0,0,0,0,0,
205,car,0.539,22,1345,323,1380,352,,0.0,0,0,0,0,
205,bus,0.464,1,1248,262,1331,354,MATRICULA,0.484,1588,379,1634,392,MATRICULA
205,person,0.766,6,437,262,492,431,,0.0,0,0,0,0,
206,car,0.595,5,1428,323,1509,380,,0.0,0,0,0,0,
206,car,0.481,14,1384,325,1434,361,,0.0,0,0,0,0,
206,car,0.643,21,1362,322,1398,357,,0.0,0,0,0,0,
206,car,0.52,22,1346,323,1378,352,,0.0,0,0,0,0,
206,bus,0.558,1,1247,263,1329,354,MATRICULA,0.484,1588,379,1634,392,MATRICULA
206,person,0.752,6,439,266,493,430,,0.0,0,0,0,0,
207,car,0.588,5,1428,323,1509,380,,0.0,0,0,0,0,
207,car,0.488,14,1384,325,1434,360,,0.0,0,0,0,0,
207,car,0.644,21,1362,322,1398,357,,0.0,0,0,0,0,
207,car,0.54,22,1347,323,1379,352,,0.0,0,0,0,0,
207,bus,0.519,1,1247,263,1328,353,MATRICULA,0.484,1588,379,1634,392,MATRICULA
207,person,0.705,6,443,273,496,432,,0.0,0,0,0,0,
208,car,0.583,5,1428,323,1509,380,,0.0,0,0,0,0,
208,car,0.488,14,1384,325,1434,360,,0.0,0,0,0,0,
208,car,0.656,21,1361,322,1398,357,,0.0,0,0,0,0,
208,car,0.552,22,1347,323,1380,352,,0.0,0,0,0,0,
208,bus,0.528,1,1247,263,1328,352,MATRICULA,0.484,1588,379,1634,392,MATRICULA
208,person,0.626,6,444,275,498,432,,0.0,0,0,0,0,
209,car,0.58,5,1428,323,1508,380,,0.0,0,0,0,0,
209,car,0.49,14,1384,325,1434,360,,0.0,0,0,0,0,
209,car,0.648,21,1360,322,1398,357,,0.0,0,0,0,0,
209,car,0.563,22,1348,323,1381,352,,0.0,0,0,0,0,
209,bus,0.57,1,1246,263,1330,351,MATRICULA,0.484,1588,379,1634,392,MATRICULA
209,person,0.651,6,446,275,501,432,,0.0,0,0,0,0,
210,car,0.564,5,1429,323,1507,380,,0.0,0,0,0,0,
210,car,0.491,14,1384,325,1434,360,,0.0,0,0,0,0,
210,car,0.651,21,1361,322,1398,357,,0.0,0,0,0,0,
210,car,0.565,22,1347,323,1379,352,,0.0,0,0,0,0,
210,bus,0.668,1,1246,262,1330,351,MATRICULA,0.484,1588,379,1634,392,MATRICULA
210,person,0.705,6,449,276,502,431,,0.0,0,0,0,0,
211,car,0.574,5,1429,323,1507,380,,0.0,0,0,0,0,
211,car,0.483,14,1384,325,1434,360,,0.0,0,0,0,0,
211,car,0.628,21,1361,322,1398,357,,0.0,0,0,0,0,
211,car,0.564,22,1347,323,1378,352,,0.0,0,0,0,0,
211,bus,0.532,1,1245,262,1330,351,MATRICULA,0.484,1588,379,1634,392,MATRICULA
211,person,0.591,6,452,276,506,429,,0.0,0,0,0,0,
212,car,0.578,5,1428,323,1508,380,,0.0,0,0,0,0,
212,car,0.493,14,1384,325,1434,360,,0.0,0,0,0,0,
212,car,0.628,21,1362,322,1398,357,,0.0,0,0,0,0,
212,car,0.57,22,1346,323,1377,351,,0.0,0,0,0,0,
212,bus,0.492,1,1244,262,1329,350,MATRICULA,0.484,1588,379,1634,392,MATRICULA
212,person,0.621,6,456,264,511,429,,0.0,0,0,0,0,
213,car,0.569,5,1429,323,1508,380,,0.0,0,0,0,0,
213,car,0.501,14,1384,325,1434,360,,0.0,0,0,0,0,
213,car,0.631,21,1364,322,1398,357,,0.0,0,0,0,0,
213,car,0.57,22,1346,323,1376,351,,0.0,0,0,0,0,
213,bus,0.604,1,1245,262,1328,349,MATRICULA,0.484,1588,379,1634,392,MATRICULA
213,person,0.699,6,458,262,515,427,,0.0,0,0,0,0,
214,car,0.575,5,1429,323,1508,380,,0.0,0,0,0,0,
214,car,0.5,14,1384,325,1434,360,,0.0,0,0,0,0,
214,car,0.635,21,1364,322,1398,357,,0.0,0,0,0,0,
