fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
434,person,0.69,26,477,278,522,424,,0.0,0,0,0,0,
434,car,0.815,34,1374,324,1512,413,,0.0,0,0,0,0,
434,car,0.595,35,1304,320,1344,351,,0.0,0,0,0,0,
434,motorcycle,0.586,41,1488,362,1568,449,,0.0,0,0,0,0,
434,person,0.605,42,1507,310,1569,419,,0.0,0,0,0,0,
434,car,0.43,47,978,307,1038,338,,0.0,0,0,0,0,
435,person,0.693,11,763,285,792,374,,0.0,0,0,0,0,
435,person,0.72,24,515,274,569,429,,0.0,0,0,0,0,
435,person,0.698,26,478,278,531,424,,0.0,0,0,0,0,
435,car,0.832,34,1371,324,1507,413,,0.0,0,0,0,0,
435,car,0.589,35,1304,320,1344,351,,0.0,0,0,0,0,
435,motorcycle,0.6,41,1481,360,1556,446,,0.0,0,0,0,0,
435,person,0.514,42,1494,310,1558,417,,0.0,0,0,0,0,
435,car,0.454,47,978,307,1038,338,,0.0,0,0,0,0,
436,person,0.692,11,764,285,794,375,,0.0,0,0,0,0,
436,person,0.686,24,517,275,571,428,,0.0,0,0,0,0,
436,person,0.712,26,480,278,537,424,,0.0,0,0,0,0,
436,car,0.801,34,1368,324,1504,411,,0.0,0,0,0,0,
436,car,0.601,35,1303,320,1344,351,,0.0,0,0,0,0,
436,motorcycle,0.533,41,1473,366,1546,444,,0.0,0,0,0,0,
436,person,0.448,42,1481,319,1547,421,,0.0,0,0,0,0,
436,car,0.499,47,978,307,1038,338,,0.0,0,0,0,0,
437,person,0.564,11,764,285,795,374,,0.0,0,0,0,0,
437,person,0.751,24,520,276,571,426,,0.0,0,0,0,0,
437,person,0.748,26,481,277,545,424,,0.0,0,0,0,0,
437,car,0.818,34,1365,324,1496,410,,0.0,0,0,0,0,
437,car,0.602,35,1304,320,1345,351,,0.0,0,0,0,0,
437,motorcycle,0.514,41,1465,362,1535,442,,0.0,0,0,0,0,
437,person,0.525,42,1473,320,1536,423,,0.0,0,0,0,0,
437,car,0.513,47,978,307,1038,338,,0.0,0,0,0,0,
438,person,0.734,24,521,274,572,427,,0.0,0,0,0,0,
438,person,0.742,26,483,277,546,424,,0.0,0,0,0,0,
438,car,0.794,34,1363,324,1486,409,,0.0,0,0,0,0,
438,car,0.581,35,1304,320,1345,350,,0.0,0,0,0,0,
438,motorcycle,0.579,41,1458,360,1528,440,,0.0,0,0,0,0,
438,person,0.542,42,1468,318,1528,416,,0.0,0,0,0,0,
438,car,0.525,47,979,307,1038,338,,0.0,0,0,0,0,
439,person,0.674,24,523,275,572,426,,0.0,0,0,0,0,
439,person,0.735,26,486,275,544,422,,0.0,0,0,0,0,
439,car,0.808,34,1360,324,1479,407,,0.0,0,0,0,0,
439,car,0.576,35,1303,320,1345,351,,0.0,0,0,0,0,
439,motorcycle,0.576,41,1451,355,1517,436,,0.0,0,0,0,0,
439,person,0.473,42,1463,315,1518,411,,0.0,0,0,0,0,
439,car,0.539,47,979,307,1039,338,,0.0,0,0,0,0,
439,person,0.589,11,767,287,797,375,,0.0,0,0,0,0,
440,person,0.727,24,526,277,576,425,,0.0,0,0,0,0,
440,person,0.738,26,489,275,542,422,,0.0,0,0,0,0,
440,car,0.673,34,1359,325,1477,406,,0.0,0,0,0,0,
440,car,0.58,35,1303,320,1345,351,,0.0,0,0,0,0,
440,motorcycle,0.596,41,1445,351,1508,433,,0.0,0,0,0,0,
440,car,0.566,47,979,306,1039,338,,0.0,0,0,0,0,
440,person,0.687,11,767,288,798,375,,0.0,0,0,0,0,
441,person,0.589,24,528,276,576,425,,0.0,0,0,0,0,
441,person,0.697,26,494,275,539,423,,0.0,0,0,0,0,
441,car,0.65,34,1357,325,1465,405,,0.0,0,0,0,0,
441,car,0.589,35,1303,320,1345,351,,0.0,0,0,0,0,
441,motorcycle,0.587,41,1438,349,1503,431,,0.0,0,0,0,0,
441,car,0.551,47,979,306,1039,337,,0.0,0,0,0,0,
441,person,0.685,11,768,287,799,375,,0.0,0,0,0,0,
441,person,0.486,42,1449,307,1505,406,,0.0,0,0,0,0,
442,person,0.535,24,536,279,581,424,,0.0,0,0,0,0,
442,person,0.75,26,498,274,542,421,,0.0,0,0,0,0,
442,car,0.501,34,1357,324,1457,405,,0.0,0,0,0,0,
442,car,0.589,35,1302,320,1345,351,,0.0,0,0,0,0,
442,motorcycle,0.571,41,1432,346,1496,430,,0.0,0,0,0,0,
442,car,0.635,47,979,306,1039,337,,0.0,0,0,0,0,
442,person,0.691,11,769,287,799,374,,0.0,0,0,0,0,
442,person,0.52,42,1437,305,1500,404,,0.0,0,0,0,0,
443,person,0.653,24,545,276,584,422,,0.0,0,0,0,0,
443,person,0.736,26,502,274,543,422,,0.0,0,0,0,0,
443,car,0.43,34,1355,324,1457,403,,0.0,0,0,0,0,
443,car,0.614,35,1302,319,1345,351,,0.0,0,0,0,0,
443,motorcycle,0.495,41,1430,344,1488,427,,0.0,0,0,0,0,
443,car,0.638,47,979,307,1040,337,,0.0,0,0,0,0,
443,person,0.682,11,770,287,799,374,,0.0,0,0,0,0,
444,person,0.675,24,547,277,586,421,,0.0,0,0,0,0,
444,person,0.718,26,504,274,547,422,,0.0,0,0,0,0,
444,car,0.591,34,1351,323,1453,402,,0.0,0,0,0,0,
444,car,0.605,35,1301,319,1345,351,,0.0,0,0,0,0,
444,motorcycle,0.477,41,1423,347,1484,425,,0.0,0,0,0,0,
444,car,0.665,47,979,307,1043,337,,0.0,0,0,0,0,
444,person,0.675,11,772,286,802,374,,0.0,0,0,0,0,
445,person,0.567,24,540,276,587,422,,0.0,0,0,0,0,
445,person,0.62,26,505,275,548,420,,0.0,0,0,0,0,
445,car,0.554,34,1348,324,1447,400,,0.0,0,0,0,0,
445,car,0.606,35,1301,319,1346,351,,0.0,0,0,0,0,
445,car,0.664,47,979,307,1044,337,,0.0,0,0,0,0,
445,person,0.556,11,773,287,803,374,,0.0,0,0,0,0,
446,person,0.529,24,543,279,589,422,,0.0,0,0,0,0,
446,person,0.675,26,507,275,548,422,,0.0,0,0,0,0,
446,car,0.653,34,1344,324,1437,397,,0.0,0,0,0,0,
446,car,0.632,35,1302,319,1345,351,,0.0,0,0,0,0,
446,car,0.68,47,979,307,1043,337,,0.0,0,0,0,0,
446,person,0.558,11,774,285,805,373,,0.0,0,0,0,0,
446,car,0.432,52,1242,307,1283,341,,0.0,0,0,0,0,
446,motorcycle,0.43,41,1414,350,1469,422,,0.0,0,0,0,0,
447,person,0.654,24,542,277,591,423,,0.0,0,0,0,0,
447,person,0.704,26,508,274,550,422,,0.0,0,0,0,0,
447,car,0.595,34,1340,324,1432,395,,0.0,0,0,0,0,
447,car,0.624,35,1302,320,1345,351,,0.0,0,0,0,0,
447,car,0.585,47,979,307,1044,337,,0.0,0,0,0,0,
447,person,0.532,11,775,285,806,373,,0.0,0,0,0,0,
447,car,0.428,52,1242,307,1282,341,,0.0,0,0,0,0,
447,motorcycle,0.472,41,1409,336,1468,420,,0.0,0,0,0,0,
448,person,0.704,24,545,272,591,422,,0.0,0,0,0,0,
448,person,0.729,26,511,275,553,422,,0.0,0,0,0,0,
448,car,0.713,34,1337,322,1428,395,,0.0,0,0,0,0,
448,car,0.635,35,1301,320,1344,350,,0.0,0,0,0,0,
448,car,0.589,47,979,308,1043,337,,0.0,0,0,0,0,
448,person,0.571,11,776,285,806,374,,0.0,0,0,0,0,
448,car,0.407,52,1242,306,1283,341,,0.0,0,0,0,0,
448,motorcycle,0.483,41,1406,342,1462,418,,0.0,0,0,0,0,
449,person,0.726,24,549,272,594,422,,0.0,0,0,0,0,
449,person,0.752,26,512,275,557,422,,0.0,0,0,0,0,
449,car,0.663,34,1335,321,1423,393,,0.0,0,0,0,0,
449,car,0.623,35,1302,320,1344,350,,0.0,0,0,0,0,
449,car,0.58,47,979,308,1047,339,,0.0,0,0,0,0,
449,person,0.667,11,777,285,806,375,,0.0,0,0,0,0,
449,car,0.416,52,1242,306,1284,341,,0.0,0,0,0,0,
449,motorcycle,0.448,41,1403,346,1455,416,,0.0,0,0,0,0,
450,person,0.755,24,551,272,597,422,,0.0,0,0,0,0,
450,person,0.76,26,514,276,560,422,,0.0,0,0,0,0,
450,car,0.653,34,1334,321,1442,394,,0.0,0,0,0,0,
450,car,0.583,35,1302,320,1344,350,,0.0,0,0,0,0,
450,car,0.539,47,979,307,1050,340,,0.0,0,0,0,0,
450,person,0.67,11,778,286,807,374,,0.0,0,0,0,0,
450,car,0.414,52,1242,308,1283,341,,0.0,0,0,0,0,
451,person,0.756,24,553,271,599,421,,0.0,0,0,0,0,
451,person,0.751,26,517,277,563,421,,0.0,0,0,0,0,
451,car,0.508,34,1336,320,1437,395,,0.0,0,0,0,0,
451,car,0.573,35,1302,320,1345,350,,0.0,0,0,0,0,
451,car,0.542,47,979,307,1052,341,,0.0,0,0,0,0,
451,person,0.445,11,780,287,807,373,,0.0,0,0,0,0,
452,person,0.78,24,555,270,601,422,,0.0,0,0,0,0,
452,person,0.76,26,518,276,565,421,,0.0,0,0,0,0,
452,car,0.472,34,1335,320,1443,396,,0.0,0,0,0,0,
452,car,0.536,35,1300,320,1344,350,,0.0,0,0,0,0,
452,car,0.528,47,980,307,1055,340,,0.0,0,0,0,0,
452,person,0.611,11,781,285,807,374,,0.0,0,0,0,0,
452,car,0.433,55,1442,322,1513,381,,0.0,0,0,0,0,
452,car,0.569,42,1334,320,1410,390,,0.0,0,0,0,0,
453,person,0.793,24,557,269,602,422,,0.0,0,0,0,0,
453,person,0.742,26,520,276,566,421,,0.0,0,0,0,0,
453,car,0.488,34,1334,321,1444,401,,0.0,0,0,0,0,
453,car,0.493,35,1300,320,1344,349,,0.0,0,0,0,0,
453,car,0.527,47,981,308,1058,341,,0.0,0,0,0,0,
453,person,0.706,11,781,284,809,374,,0.0,0,0,0,0,
453,car,0.425,55,1438,322,1513,382,,0.0,0,0,0,0,
453,car,0.605,42,1330,321,1408,390,,0.0,0,0,0,0,
453,car,0.416,52,1242,308,1282,340,,0.0,0,0,0,0,
454,person,0.786,24,557,270,604,422,,0.0,0,0,0,0,
454,person,0.69,26,521,276,566,420,,0.0,0,0,0,0,
454,car,0.502,35,1301,319,1343,348,,0.0,0,0,0,0,
454,car,0.527,47,981,308,1057,341,,0.0,0,0,0,0,
454,person,0.625,11,783,286,810,374,,0.0,0,0,0,0,
454,car,0.425,55,1438,322,1512,382,,0.0,0,0,0,0,
454,car,0.677,42,1325,321,1402,389,,0.0,0,0,0,0,
454,car,0.417,52,1242,309,1282,340,,0.0,0,0,0,0,
455,person,0.804,24,559,270,606,422,,0.0,0,0,0,0,
455,person,0.672,26,523,277,567,418,,0.0,0,0,0,0,
455,car,0.556,35,1301,319,1343,348,,0.0,0,0,0,0,
455,car,0.505,47,982,308,1056,341,,0.0,0,0,0,0,
455,person,0.562,11,784,287,810,375,,0.0,0,0,0,0,
455,car,0.453,55,1434,322,1512,383,,0.0,0,0,0,0,
455,car,0.431,52,1242,309,1281,340,,0.0,0,0,0,0,
455,car,0.687,34,1330,321,1439,401,,0.0,0,0,0,0,
456,person,0.774,24,560,270,608,422,,0.0,0,0,0,0,
456,person,0.577,26,526,277,567,406,,0.0,0,0,0,0,
456,car,0.512,35,1302,320,1343,348,,0.0,0,0,0,0,
456,car,0.515,47,984,308,1052,341,,0.0,0,0,0,0,
456,person,0.698,11,784,288,813,375,,0.0,0,0,0,0,
456,car,0.424,55,1435,322,1512,383,,0.0,0,0,0,0,
456,car,0.6,34,1327,321,1435,397,,0.0,0,0,0,0,
457,person,0.785,24,559,271,609,422,,0.0,0,0,0,0,
457,person,0.59,26,526,277,569,410,,0.0,0,0,0,0,
457,car,0.473,35,1302,320,1344,348,,0.0,0,0,0,0,
457,car,0.479,47,986,308,1049,338,,0.0,0,0,0,0,
457,person,0.708,11,785,288,815,374,,0.0,0,0,0,0,
457,car,0.446,55,1431,322,1513,383,,0.0,0,0,0,0,
457,car,0.622,34,1325,321,1431,396,,0.0,0,0,0,0,
458,person,0.803,24,558,272,611,422,,0.0,0,0,0,0,
458,person,0.592,26,529,278,571,410,,0.0,0,0,0,0,
458,car,0.471,35,1302,320,1343,349,,0.0,0,0,0,0,
458,car,0.522,47,987,308,1061,340,,0.0,0,0,0,0,
458,person,0.702,11,785,289,815,374,,0.0,0,0,0,0,
458,car,0.421,55,1438,322,1512,382,,0.0,0,0,0,0,
458,car,0.638,34,1324,321,1430,393,,0.0,0,0,0,0,
458,car,0.496,57,1418,323,1483,382,,0.0,0,0,0,0,
459,person,0.726,24,561,273,613,422,,0.0,0,0,0,0,
459,person,0.651,26,530,277,573,413,,0.0,0,0,0,0,
459,car,0.477,35,1302,320,1343,349,,0.0,0,0,0,0,
459,car,0.551,47,988,308,1068,341,,0.0,0,0,0,0,
459,person,0.744,11,787,288,816,374,,0.0,0,0,0,0,
459,car,0.436,55,1442,323,1513,382,,0.0,0,0,0,0,
459,car,0.498,34,1323,321,1428,395,,0.0,0,0,0,0,
459,car,0.479,57,1418,323,1481,382,,0.0,0,0,0,0,
459,car,0.562,41,1325,321,1398,391,,0.0,0,0,0,0,
460,person,0.721,24,564,274,613,421,,0.0,0,0,0,0,
460,person,0.698,26,532,277,574,415,,0.0,0,0,0,0,
460,car,0.473,35,1303,320,1342,349,,0.0,0,0,0,0,
460,car,0.507,47,990,308,1072,341,,0.0,0,0,0,0,
460,person,0.706,11,787,287,817,373,,0.0,0,0,0,0,
460,car,0.402,55,1436,322,1512,382,,0.0,0,0,0,0,
460,car,0.594,34,1324,321,1417,392,,0.0,0,0,0,0,
460,car,0.443,57,1419,322,1482,382,,0.0,0,0,0,0,
461,person,0.73,24,567,274,615,421,,0.0,0,0,0,0,
461,person,0.704,26,534,277,575,415,,0.0,0,0,0,0,
461,car,0.535,47,992,308,1074,341,,0.0,0,0,0,0,
461,person,0.666,11,789,286,818,373,,0.0,0,0,0,0,
461,car,0.404,55,1433,322,1512,383,,0.0,0,0,0,0,
461,car,0.592,34,1324,320,1420,393,,0.0,0,0,0,0,
461,car,0.443,57,1421,322,1482,381,,0.0,0,0,0,0,
461,car,0.432,41,1321,319,1396,386,,0.0,0,0,0,0,
462,person,0.797,24,569,272,617,420,,0.0,0,0,0,0,
462,person,0.759,26,535,275,576,415,,0.0,0,0,0,0,
462,car,0.498,47,993,309,1075,341,,0.0,0,0,0,0,
462,person,0.617,11,792,287,819,372,,0.0,0,0,0,0,
462,car,0.433,55,1433,322,1512,383,,0.0,0,0,0,0,
462,car,0.497,34,1322,320,1416,390,,0.0,0,0,0,0,
462,car,0.463,57,1426,322,1481,381,,0.0,0,0,0,0,
462,car,0.631,41,1319,319,1386,384,,0.0,0,0,0,0,
463,person,0.796,24,572,271,620,418,,0.0,0,0,0,0,
463,person,0.753,26,538,276,579,414,,0.0,0,0,0,0,
463,car,0.466,47,995,309,1076,340,,0.0,0,0,0,0,
463,person,0.7,11,792,287,820,373,,0.0,0,0,0,0,
463,car,0.456,55,1433,322,1512,383,,0.0,0,0,0,0,
463,car,0.404,34,1325,319,1414,388,,0.0,0,0,0,0,
463,car,0.477,57,1428,322,1480,381,,0.0,0,0,0,0,
463,car,0.694,41,1318,319,1379,382,,0.0,0,0,0,0,
464,person,0.802,24,573,271,620,417,,0.0,0,0,0,0,
464,person,0.758,26,540,276,583,414,,0.0,0,0,0,0,
464,car,0.57,47,995,309,1077,340,,0.0,0,0,0,0,
464,person,0.404,11,793,287,820,373,,0.0,0,0,0,0,
464,car,0.458,55,1432,322,1512,383,,0.0,0,0,0,0,
464,car,0.475,57,1428,322,1481,380,,0.0,0,0,0,0,
464,car,0.632,41,1316,319,1375,380,,0.0,0,0,0,0,
465,person,0.786,24,576,271,622,415,,0.0,0,0,0,0,
465,person,0.783,26,543,277,588,415,,0.0,0,0,0,0,
465,car,0.584,47,995,309,1078,340,,0.0,0,0,0,0,
465,car,0.432,55,1431,322,1512,382,,0.0,0,0,0,0,
465,car,0.457,57,1428,322,1481,380,,0.0,0,0,0,0,
465,car,0.574,41,1316,319,1376,379,,0.0,0,0,0,0,
466,person,0.792,24,578,272,623,416,,0.0,0,0,0,0,
466,person,0.755,26,544,278,589,416,,0.0,0,0,0,0,
466,car,0.499,47,998,309,1079,340,,0.0,0,0,0,0,
466,car,0.413,55,1432,323,1512,382,,0.0,0,0,0,0,
466,car,0.446,57,1429,322,1480,380,,0.0,0,0,0,0,
466,car,0.543,41,1317,319,1371,377,,0.0,0,0,0,0,
466,person,0.536,11,795,289,823,373,,0.0,0,0,0,0,
467,person,0.745,24,581,276,625,417,,0.0,0,0,0,0,
467,person,0.739,26,545,279,589,415,,0.0,0,0,0,0,
467,car,0.567,47,1000,310,1079,341,,0.0,0,0,0,0,
467,car,0.404,55,1432,323,1512,382,,0.0,0,0,0,0,
467,car,0.449,57,1428,322,1480,379,,0.0,0,0,0,0,
467,car,0.542,41,1317,319,1368,377,,0.0,0,0,0,0,
467,person,0.633,11,795,290,825,373,,0.0,0,0,0,0,
468,person,0.761,24,582,274,627,417,,0.0,0,0,0,0,
468,person,0.722,26,548,279,589,415,,0.0,0,0,0,0,
468,car,0.5,47,1000,310,1081,342,,0.0,0,0,0,0,
468,car,0.401,55,1432,323,1512,382,,0.0,0,0,0,0,
468,car,0.442,57,1428,322,1480,379,,0.0,0,0,0,0,
468,car,0.463,41,1316,320,1366,377,,0.0,0,0,0,0,
468,person,0.613,11,796,290,825,374,,0.0,0,0,0,0,
469,person,0.701,24,584,275,631,417,,0.0,0,0,0,0,
469,person,0.703,26,551,278,591,415,,0.0,0,0,0,0,
469,car,0.512,47,1000,310,1083,342,,0.0,0,0,0,0,
469,car,0.431,57,1428,322,1480,379,,0.0,0,0,0,0,
469,car,0.531,41,1315,319,1364,377,,0.0,0,0,0,0,
469,person,0.635,11,797,291,826,375,,0.0,0,0,0,0,
470,person,0.67,24,586,274,636,415,,0.0,0,0,0,0,
470,person,0.682,26,552,277,593,414,,0.0,0,0,0,0,
470,car,0.591,47,1003,310,1087,342,,0.0,0,0,0,0,
470,car,0.457,57,1428,322,1480,379,,0.0,0,0,0,0,
470,car,0.564,41,1311,320,1367,379,,0.0,0,0,0,0,
470,person,0.627,11,798,293,827,375,,0.0,0,0,0,0,
470,car,0.402,55,1458,325,1513,383,,0.0,0,0,0,0,
471,person,0.639,24,588,274,638,415,,0.0,0,0,0,0,
471,person,0.706,26,554,275,597,415,,0.0,0,0,0,0,
471,car,0.587,47,1008,310,1088,342,,0.0,0,0,0,0,
471,car,0.461,57,1427,322,1480,379,,0.0,0,0,0,0,
471,person,0.438,11,800,295,827,375,,0.0,0,0,0,0,
471,car,0.666,34,1310,318,1397,383,,0.0,0,0,0,0,
472,person,0.652,24,593,276,639,415,,0.0,0,0,0,0,
472,person,0.74,26,556,275,599,415,,0.0,0,0,0,0,
472,car,0.561,47,1012,311,1088,342,,0.0,0,0,0,0,
472,car,0.457,57,1427,323,1480,379,,0.0,0,0,0,0,
472,person,0.457,11,800,293,829,374,,0.0,0,0,0,0,
472,car,0.649,34,1310,319,1395,382,,0.0,0,0,0,0,
473,person,0.666,24,595,276,640,414,,0.0,0,0,0,0,
473,person,0.739,26,558,273,600,414,,0.0,0,0,0,0,
473,car,0.597,47,1013,311,1090,343,,0.0,0,0,0,0,
473,car,0.468,57,1427,323,1480,379,,0.0,0,0,0,0,
473,person,0.422,11,802,289,830,373,,0.0,0,0,0,0,
473,car,0.41,34,1310,317,1393,382,,0.0,0,0,0,0,
474,person,0.678,24,596,275,639,415,,0.0,0,0,0,0,
474,person,0.757,26,560,273,601,415,,0.0,0,0,0,0,
474,car,0.599,47,1016,310,1091,343,,0.0,0,0,0,0,
474,car,0.463,57,1426,323,1479,379,,0.0,0,0,0,0,
474,person,0.468,11,804,289,832,373,,0.0,0,0,0,0,
474,car,0.485,34,1309,318,1391,382,,0.0,0,0,0,0,
475,person,0.66,24,596,273,639,414,,0.0,0,0,0,0,
475,person,0.75,26,564,273,604,415,,0.0,0,0,0,0,
475,car,0.542,47,1018,311,1092,342,,0.0,0,0,0,0,
475,car,0.458,57,1426,323,1480,379,,0.0,0,0,0,0,
475,person,0.629,11,805,289,832,373,,0.0,0,0,0,0,
475,car,0.683,34,1308,317,1390,380,,0.0,0,0,0,0,
475,car,0.422,55,1434,323,1513,382,,0.0,0,0,0,0,
476,person,0.637,24,598,273,640,414,,0.0,0,0,0,0,
476,person,0.771,26,565,273,606,415,,0.0,0,0,0,0,
476,car,0.404,47,1020,312,1094,343,,0.0,0,0,0,0,
476,car,0.466,57,1426,323,1480,379,,0.0,0,0,0,0,
476,person,0.567,11,805,288,831,373,,0.0,0,0,0,0,
476,car,0.672,34,1306,317,1389,379,,0.0,0,0,0,0,
476,car,0.414,55,1432,323,1513,382,,0.0,0,0,0,0,
477,person,0.696,24,600,270,642,414,,0.0,0,0,0,0,
477,person,0.778,26,567,273,610,415,,0.0,0,0,0,0,
477,car,0.446,47,1030,312,1094,344,,0.0,0,0,0,0,
477,car,0.463,57,1426,323,1480,379,,0.0,0,0,0,0,
477,car,0.656,34,1305,317,1388,378,,0.0,0,0,0,0,
478,person,0.692,24,603,270,645,414,,0.0,0,0,0,0,
478,person,0.779,26,568,274,613,414,,0.0,0,0,0,0,
478,car,0.466,57,1426,323,1480,379,,0.0,0,0,0,0,
478,car,0.539,34,1305,318,1388,378,,0.0,0,0,0,0,
478,car,0.408,55,1431,323,1513,382,,0.0,0,0,0,0,
479,person,0.718,24,605,271,647,414,,0.0,0,0,0,0,
479,person,0.767,26,570,274,615,414,,0.0,0,0,0,0,
479,car,0.469,57,1426,323,1480,379,,0.0,0,0,0,0,
479,car,0.57,34,1305,318,1383,377,,0.0,0,0,0,0,
479,car,0.41,55,1432,323,1512,382,,0.0,0,0,0,0,
480,person,0.751,24,608,270,649,414,,0.0,0,0,0,0,
480,person,0.772,26,571,276,615,413,,0.0,0,0,0,0,
480,car,0.447,57,1426,323,1480,379,,0.0,0,0,0,0,
480,car,0.647,34,1305,318,1382,377,,0.0,0,0,0,0,
480,car,0.44,55,1433,323,1512,383,,0.0,0,0,0,0,
480,person,0.647,11,810,288,836,370,,0.0,0,0,0,0,
480,car,0.473,47,1029,313,1099,346,,0.0,0,0,0,0,
481,person,0.764,24,610,270,651,412,,0.0,0,0,0,0,
481,person,0.767,26,574,276,619,412,,0.0,0,0,0,0,
481,car,0.45,57,1426,323,1480,379,,0.0,0,0,0,0,
481,car,0.676,34,1305,317,1378,376,,0.0,0,0,0,0,
481,car,0.429,55,1433,323,1512,383,,0.0,0,0,0,0,
481,person,0.721,11,809,286,838,371,,0.0,0,0,0,0,
481,car,0.478,47,1035,313,1100,346,,0.0,0,0,0,0,
482,person,0.75,24,612,270,653,413,,0.0,0,0,0,0,
482,person,0.756,26,575,275,620,412,,0.0,0,0,0,0,
482,car,0.445,57,1427,323,1481,379,,0.0,0,0,0,0,
482,car,0.626,34,1305,317,1374,373,,0.0,0,0,0,0,
482,car,0.448,55,1433,323,1513,383,,0.0,0,0,0,0,
482,person,0.747,11,810,285,838,371,,0.0,0,0,0,0,
482,car,0.507,47,1037,313,1102,346,,0.0,0,0,0,0,
483,person,0.703,24,613,270,654,413,,0.0,0,0,0,0,
483,person,0.728,26,577,275,620,411,,0.0,0,0,0,0,
483,car,0.45,57,1427,323,1481,379,,0.0,0,0,0,0,
483,car,0.566,34,1304,317,1361,370,,0.0,0,0,0,0,
483,car,0.447,55,1432,323,1513,383,,0.0,0,0,0,0,
483,person,0.721,11,810,286,839,372,,0.0,0,0,0,0,
483,car,0.479,47,1042,313,1101,346,,0.0,0,0,0,0,
484,person,0.714,24,613,271,656,412,,0.0,0,0,0,0,
484,person,0.713,26,578,274,620,411,,0.0,0,0,0,0,
484,car,0.449,57,1427,323,1481,379,,0.0,0,0,0,0,
484,car,0.598,34,1303,318,1357,370,,0.0,0,0,0,0,
484,car,0.451,55,1432,323,1513,383,,0.0,0,0,0,0,
484,person,0.69,11,810,287,839,372,,0.0,0,0,0,0,
484,car,0.49,47,1044,312,1107,345,,0.0,0,0,0,0,
485,person,0.704,24,614,273,657,412,,0.0,0,0,0,0,
485,person,0.66,26,580,275,621,411,,0.0,0,0,0,0,
485,car,0.451,57,1427,323,1480,379,,0.0,0,0,0,0,
485,car,0.588,34,1302,318,1356,371,,0.0,0,0,0,0,
485,car,0.443,55,1433,323,1513,383,,0.0,0,0,0,0,
485,person,0.65,11,812,287,839,372,,0.0,0,0,0,0,
485,car,0.448,47,1045,312,1102,344,,0.0,0,0,0,0,
486,person,0.731,24,616,275,658,412,,0.0,0,0,0,0,
486,person,0.667,26,581,275,622,410,,0.0,0,0,0,0,
486,car,0.451,57,1427,323,1480,380,,0.0,0,0,0,0,
486,car,0.599,34,1300,319,1357,371,,0.0,0,0,0,0,
486,car,0.438,55,1433,323,1513,383,,0.0,0,0,0,0,
486,person,0.637,11,813,288,840,372,,0.0,0,0,0,0,
486,car,0.513,47,1046,312,1096,344,,0.0,0,0,0,0,
487,person,0.707,24,617,275,660,413,,0.0,0,0,0,0,
487,person,0.641,26,582,275,623,407,,0.0,0,0,0,0,
487,car,0.44,57,1427,323,1481,380,,0.0,0,0,0,0,
487,car,0.568,34,1299,319,1356,371,,0.0,0,0,0,0,
487,car,0.447,55,1432,323,1513,383,,0.0,0,0,0,0,
487,person,0.606,11,814,286,841,369,,0.0,0,0,0,0,
487,car,0.555,47,1046,313,1095,344,,0.0,0,0,0,0,
488,person,0.727,24,619,276,661,413,,0.0,0,0,0,0,
488,person,0.669,26,584,275,624,405,,0.0,0,0,0,0,
488,car,0.426,57,1427,323,1481,380,,0.0,0,0,0,0,
488,car,0.576,34,1299,321,1352,369,,0.0,0,0,0,0,
488,car,0.443,55,1432,323,1513,383,,0.0,0,0,0,0,
488,person,0.609,11,815,285,842,369,,0.0,0,0,0,0,
488,car,0.516,47,1046,313,1108,345,,0.0,0,0,0,0,
488,car,0.454,61,1366,327,1399,357,,0.0,0,0,0,0,
489,person,0.731,24,619,275,663,412,,0.0,0,0,0,0,
489,person,0.712,26,586,275,627,408,,0.0,0,0,0,0,
489,car,0.424,57,1427,323,1480,380,,0.0,0,0,0,0,
489,car,0.567,34,1297,321,1348,368,,0.0,0,0,0,0,
489,car,0.448,55,1432,323,1513,384,,0.0,0,0,0,0,
489,person,0.502,11,816,285,843,369,,0.0,0,0,0,0,
489,car,0.614,47,1047,313,1102,344,,0.0,0,0,0,0,
489,car,0.506,61,1365,327,1399,357,,0.0,0,0,0,0,
490,person,0.723,24,619,275,664,410,,0.0,0,0,0,0,
490,person,0.708,26,588,274,629,409,,0.0,0,0,0,0,
490,car,0.442,57,1427,323,1480,380,,0.0,0,0,0,0,
490,car,0.581,34,1296,322,1343,368,,0.0,0,0,0,0,
490,car,0.441,55,1432,323,1513,384,,0.0,0,0,0,0,
490,person,0.707,11,817,285,844,371,,0.0,0,0,0,0,
490,car,0.542,47,1050,313,1100,342,,0.0,0,0,0,0,
490,car,0.56,61,1363,326,1399,357,,0.0,0,0,0,0,
491,person,0.728,24,620,274,665,408,,0.0,0,0,0,0,
491,person,0.731,26,589,275,633,409,,0.0,0,0,0,0,
491,car,0.423,57,1427,323,1480,380,,0.0,0,0,0,0,
491,car,0.577,34,1296,322,1343,368,,0.0,0,0,0,0,
491,car,0.434,55,1432,323,1513,384,,0.0,0,0,0,0,
491,person,0.597,11,818,286,844,370,,0.0,0,0,0,0,
491,car,0.509,47,1053,312,1098,341,,0.0,0,0,0,0,
491,car,0.515,61,1364,327,1399,357,,0.0,0,0,0,0,
492,person,0.766,24,623,273,667,407,,0.0,0,0,0,0,
