fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
2211,car,0.542,356,1340,322,1376,351,,0.0,0,0,0,0,
2211,car,0.551,365,1305,320,1344,350,,0.0,0,0,0,0,
2211,car,0.814,383,1368,316,1481,396,detectada,0.55,1673,376,1723,391,
2211,car,0.753,373,1146,313,1202,354,,0.0,0,0,0,0,
2212,car,0.566,356,1340,322,1376,351,,0.0,0,0,0,0,
2212,car,0.545,365,1305,320,1344,350,,0.0,0,0,0,0,
2212,car,0.776,383,1367,317,1477,394,detectada,0.55,1673,376,1723,391,
2212,car,0.764,373,1146,314,1201,353,,0.0,0,0,0,0,
2212,car,0.466,393,1463,322,1511,377,,0.0,0,0,0,0,
2212,car,0.418,394,1206,315,1240,343,,0.0,0,0,0,0,
2212,car,0.494,395,1207,314,1253,345,,0.0,0,0,0,0,
2213,car,0.488,356,1341,322,1375,350,,0.0,0,0,0,0,
2213,car,0.54,365,1305,320,1344,350,,0.0,0,0,0,0,
2213,car,0.793,383,1366,317,1474,393,detectada,0.55,1673,376,1723,391,
2213,car,0.748,373,1146,314,1200,353,,0.0,0,0,0,0,
2213,car,0.541,393,1460,321,1511,377,,0.0,0,0,0,0,
2213,car,0.414,394,1205,315,1243,343,,0.0,0,0,0,0,
2213,car,0.504,395,1206,314,1256,345,,0.0,0,0,0,0,
2214,car,0.468,356,1341,322,1375,350,,0.0,0,0,0,0,
2214,car,0.544,365,1305,320,1344,350,,0.0,0,0,0,0,
2214,car,0.793,383,1363,317,1472,392,detectada,0.55,1673,376,1723,391,
2214,car,0.772,373,1146,315,1201,353,,0.0,0,0,0,0,
2214,car,0.495,393,1459,322,1512,379,,0.0,0,0,0,0,
2214,car,0.649,395,1208,314,1256,345,,0.0,0,0,0,0,
2215,car,0.439,356,1341,321,1374,350,,0.0,0,0,0,0,
2215,car,0.556,365,1305,320,1344,350,,0.0,0,0,0,0,
2215,car,0.802,383,1363,317,1471,390,detectada,0.55,1673,376,1723,391,
2215,car,0.777,373,1146,316,1201,353,,0.0,0,0,0,0,
2215,car,0.604,393,1458,323,1512,379,,0.0,0,0,0,0,
2215,car,0.656,395,1209,315,1255,345,,0.0,0,0,0,0,
2216,car,0.442,356,1341,322,1374,350,,0.0,0,0,0,0,
2216,car,0.559,365,1305,320,1344,350,,0.0,0,0,0,0,
2216,car,0.824,383,1362,316,1468,390,detectada,0.55,1673,376,1723,391,
2216,car,0.777,373,1145,315,1200,353,,0.0,0,0,0,0,
2216,car,0.58,393,1455,322,1512,379,,0.0,0,0,0,0,
2216,car,0.606,395,1210,316,1254,346,,0.0,0,0,0,0,
2217,car,0.581,365,1305,320,1344,350,,0.0,0,0,0,0,
2217,car,0.831,383,1360,315,1466,389,detectada,0.55,1673,376,1723,391,
2217,car,0.776,373,1145,314,1200,353,,0.0,0,0,0,0,
2217,car,0.582,393,1457,323,1512,380,,0.0,0,0,0,0,
2217,car,0.624,395,1212,316,1253,345,,0.0,0,0,0,0,
2218,car,0.567,365,1305,319,1344,350,,0.0,0,0,0,0,
2218,car,0.824,383,1357,315,1464,388,detectada,0.55,1673,376,1723,391,
2218,car,0.754,373,1146,313,1200,353,,0.0,0,0,0,0,
2218,car,0.59,393,1455,322,1512,381,,0.0,0,0,0,0,
2218,car,0.611,395,1218,316,1253,345,,0.0,0,0,0,0,
2219,car,0.558,365,1305,319,1344,350,,0.0,0,0,0,0,
2219,car,0.795,383,1356,314,1461,387,detectada,0.55,1673,376,1723,391,
2219,car,0.727,373,1145,312,1200,354,,0.0,0,0,0,0,
2219,car,0.621,393,1453,322,1512,381,,0.0,0,0,0,0,
2219,car,0.627,395,1219,316,1253,345,,0.0,0,0,0,0,
2220,car,0.55,365,1305,319,1344,350,,0.0,0,0,0,0,
2220,car,0.776,383,1354,315,1459,388,,0.0,0,0,0,0,
2220,car,0.737,373,1146,313,1200,354,,0.0,0,0,0,0,
2220,car,0.65,393,1449,321,1512,379,,0.0,0,0,0,0,
2220,car,0.643,395,1219,316,1255,345,,0.0,0,0,0,0,
2221,car,0.562,365,1305,319,1344,350,,0.0,0,0,0,0,
2221,car,0.777,383,1355,314,1456,387,detectada,0.55,1673,376,1723,391,
2221,car,0.729,373,1145,313,1200,354,,0.0,0,0,0,0,
2221,car,0.676,393,1445,320,1512,379,,0.0,0,0,0,0,
2221,car,0.598,395,1221,316,1259,345,,0.0,0,0,0,0,
2222,car,0.56,365,1305,319,1344,350,,0.0,0,0,0,0,
2222,car,0.766,383,1354,314,1453,387,detectada,0.55,1673,376,1723,391,
2222,car,0.724,373,1144,313,1200,355,,0.0,0,0,0,0,
2222,car,0.65,393,1443,318,1512,381,,0.0,0,0,0,0,
2222,car,0.586,395,1222,315,1263,345,,0.0,0,0,0,0,
2223,car,0.582,365,1305,319,1344,350,,0.0,0,0,0,0,
2223,car,0.71,383,1356,314,1451,386,detectada,0.55,1673,376,1723,391,
2223,car,0.739,373,1143,313,1200,355,,0.0,0,0,0,0,
2223,car,0.689,393,1441,318,1512,381,,0.0,0,0,0,0,
2223,car,0.534,395,1223,315,1267,345,,0.0,0,0,0,0,
2224,car,0.574,365,1305,319,1344,350,,0.0,0,0,0,0,
2224,car,0.752,383,1353,315,1451,386,detectada,0.55,1673,376,1723,391,
2224,car,0.748,373,1143,313,1200,355,,0.0,0,0,0,0,
2224,car,0.684,393,1440,319,1512,381,,0.0,0,0,0,0,
2224,car,0.553,395,1224,315,1268,345,,0.0,0,0,0,0,
2225,car,0.602,365,1305,319,1344,350,,0.0,0,0,0,0,
2225,car,0.733,383,1349,315,1447,385,detectada,0.55,1673,376,1723,391,
2225,car,0.753,373,1142,313,1200,356,,0.0,0,0,0,0,
2225,car,0.666,393,1439,318,1512,381,,0.0,0,0,0,0,
2225,car,0.492,395,1225,316,1267,345,,0.0,0,0,0,0,
2226,car,0.6,365,1305,320,1344,350,,0.0,0,0,0,0,
2226,car,0.79,383,1346,316,1445,385,detectada,0.55,1673,376,1723,391,
2226,car,0.761,373,1142,312,1200,356,,0.0,0,0,0,0,
2226,car,0.701,393,1437,318,1512,381,,0.0,0,0,0,0,
2227,car,0.578,365,1304,319,1344,349,,0.0,0,0,0,0,
2227,car,0.806,383,1343,316,1443,385,detectada,0.55,1673,376,1723,391,
2227,car,0.774,373,1141,313,1199,356,,0.0,0,0,0,0,
2227,car,0.728,393,1437,319,1512,381,,0.0,0,0,0,0,
2228,car,0.591,365,1303,319,1344,349,,0.0,0,0,0,0,
2228,car,0.816,383,1342,316,1441,384,detectada,0.55,1673,376,1723,391,
2228,car,0.754,373,1141,312,1200,356,,0.0,0,0,0,0,
2228,car,0.741,393,1437,319,1512,381,,0.0,0,0,0,0,
2228,car,0.412,395,1230,317,1272,345,,0.0,0,0,0,0,
2229,car,0.597,365,1302,319,1344,349,,0.0,0,0,0,0,
2229,car,0.81,383,1341,315,1439,383,detectada,0.55,1673,376,1723,391,
2229,car,0.747,373,1141,311,1199,356,,0.0,0,0,0,0,
2229,car,0.764,393,1435,319,1512,382,,0.0,0,0,0,0,
2229,car,0.532,395,1230,317,1274,346,,0.0,0,0,0,0,
2230,car,0.595,365,1301,319,1344,349,,0.0,0,0,0,0,
2230,car,0.802,383,1340,314,1438,383,detectada,0.55,1673,376,1723,391,
2230,car,0.748,373,1141,311,1198,356,,0.0,0,0,0,0,
2230,car,0.743,393,1433,319,1512,382,,0.0,0,0,0,0,
2230,car,0.515,395,1230,316,1274,346,,0.0,0,0,0,0,
2231,car,0.603,365,1301,319,1344,349,,0.0,0,0,0,0,
2231,car,0.804,383,1340,314,1436,383,detectada,0.55,1673,376,1723,391,
2231,car,0.74,373,1140,310,1198,356,,0.0,0,0,0,0,
2231,car,0.76,393,1432,319,1512,382,,0.0,0,0,0,0,
2231,car,0.536,395,1230,317,1275,346,,0.0,0,0,0,0,
2232,car,0.569,365,1301,319,1344,349,,0.0,0,0,0,0,
2232,car,0.804,383,1339,314,1435,382,detectada,0.55,1673,376,1723,391,
2232,car,0.736,373,1140,310,1197,356,,0.0,0,0,0,0,
2232,car,0.748,393,1429,319,1512,382,,0.0,0,0,0,0,
2232,car,0.524,395,1231,317,1275,346,,0.0,0,0,0,0,
2233,car,0.54,365,1302,319,1344,349,,0.0,0,0,0,0,
2233,car,0.788,383,1338,314,1432,381,detectada,0.55,1673,376,1723,391,
2233,car,0.701,373,1140,310,1197,357,,0.0,0,0,0,0,
2233,car,0.735,393,1428,320,1513,382,,0.0,0,0,0,0,
2233,car,0.461,395,1234,318,1275,346,,0.0,0,0,0,0,
2234,car,0.515,365,1301,319,1344,348,,0.0,0,0,0,0,
2234,car,0.788,383,1338,314,1430,381,detectada,0.55,1673,376,1723,391,
2234,car,0.694,373,1140,310,1197,357,,0.0,0,0,0,0,
2234,car,0.735,393,1425,319,1513,382,,0.0,0,0,0,0,
2234,car,0.5,395,1235,318,1274,346,,0.0,0,0,0,0,
2235,car,0.544,365,1301,319,1344,348,,0.0,0,0,0,0,
2235,car,0.801,383,1337,314,1429,381,,0.0,0,0,0,0,
2235,car,0.705,373,1139,310,1196,358,,0.0,0,0,0,0,
2235,car,0.738,393,1425,319,1513,382,,0.0,0,0,0,0,
2235,car,0.461,395,1234,318,1274,346,,0.0,0,0,0,0,
2236,car,0.523,365,1301,319,1344,348,,0.0,0,0,0,0,
2236,car,0.79,383,1337,315,1428,381,detectada,0.55,1673,376,1723,391,
2236,car,0.681,373,1138,310,1196,358,,0.0,0,0,0,0,
2236,car,0.747,393,1423,320,1512,382,,0.0,0,0,0,0,
2236,car,0.427,395,1237,320,1275,345,,0.0,0,0,0,0,
2237,car,0.549,365,1300,319,1343,348,,0.0,0,0,0,0,
2237,car,0.811,383,1336,315,1426,381,detectada,0.55,1673,376,1723,391,
2237,car,0.695,373,1136,310,1196,358,,0.0,0,0,0,0,
2237,car,0.742,393,1423,320,1512,382,,0.0,0,0,0,0,
2237,car,0.517,395,1238,319,1275,345,,0.0,0,0,0,0,
2238,car,0.543,365,1300,318,1341,347,,0.0,0,0,0,0,
2238,car,0.834,383,1335,315,1426,381,detectada,0.55,1673,376,1723,391,
2238,car,0.701,373,1136,310,1196,359,,0.0,0,0,0,0,
2238,car,0.744,393,1424,320,1512,382,,0.0,0,0,0,0,
2238,car,0.502,395,1237,320,1275,345,,0.0,0,0,0,0,
2239,car,0.534,365,1299,318,1340,347,,0.0,0,0,0,0,
2239,car,0.799,383,1332,316,1426,381,detectada,0.55,1673,376,1723,391,
2239,car,0.686,373,1135,310,1195,359,,0.0,0,0,0,0,
2239,car,0.754,393,1424,320,1512,382,,0.0,0,0,0,0,
2239,car,0.51,395,1237,320,1275,344,,0.0,0,0,0,0,
2240,car,0.524,365,1302,317,1339,345,,0.0,0,0,0,0,
2240,car,0.811,383,1331,316,1423,380,detectada,0.55,1673,376,1723,391,
2240,car,0.697,373,1133,310,1194,359,,0.0,0,0,0,0,
2240,car,0.747,393,1425,320,1512,382,,0.0,0,0,0,0,
2240,car,0.5,395,1237,321,1275,344,,0.0,0,0,0,0,
2241,car,0.506,365,1303,317,1337,344,,0.0,0,0,0,0,
2241,car,0.818,383,1332,316,1420,380,detectada,0.55,1673,376,1723,391,
2241,car,0.741,373,1131,310,1194,359,,0.0,0,0,0,0,
2241,car,0.739,393,1426,320,1512,382,,0.0,0,0,0,0,
2241,car,0.527,395,1238,320,1277,345,,0.0,0,0,0,0,
2242,car,0.494,365,1303,316,1337,344,,0.0,0,0,0,0,
2242,car,0.805,383,1331,316,1416,379,detectada,0.55,1673,376,1723,391,
2242,car,0.723,373,1131,310,1193,359,,0.0,0,0,0,0,
2242,car,0.738,393,1427,320,1512,381,,0.0,0,0,0,0,
2242,car,0.52,395,1240,319,1278,344,,0.0,0,0,0,0,
2243,car,0.418,365,1303,315,1337,345,,0.0,0,0,0,0,
2243,car,0.784,383,1329,316,1415,378,detectada,0.55,1673,376,1723,391,
2243,car,0.706,373,1130,310,1193,360,,0.0,0,0,0,0,
2243,car,0.736,393,1427,320,1512,381,,0.0,0,0,0,0,
2243,car,0.551,395,1240,319,1279,344,,0.0,0,0,0,0,
2244,car,0.459,365,1303,315,1337,345,,0.0,0,0,0,0,
2244,car,0.802,383,1328,315,1413,378,detectada,0.55,1673,376,1723,391,
2244,car,0.701,373,1128,310,1192,360,,0.0,0,0,0,0,
2244,car,0.736,393,1427,320,1511,381,,0.0,0,0,0,0,
2244,car,0.561,395,1240,318,1280,344,,0.0,0,0,0,0,
2245,car,0.428,365,1304,315,1336,345,,0.0,0,0,0,0,
2245,car,0.784,383,1328,315,1412,377,detectada,0.55,1673,376,1723,391,
2245,car,0.712,373,1127,310,1192,360,,0.0,0,0,0,0,
2245,car,0.754,393,1427,320,1512,381,,0.0,0,0,0,0,
2245,car,0.578,395,1240,317,1281,344,,0.0,0,0,0,0,
2246,car,0.403,365,1304,316,1334,346,,0.0,0,0,0,0,
2246,car,0.816,383,1328,315,1409,377,detectada,0.55,1673,376,1723,391,
2246,car,0.731,373,1126,310,1191,360,,0.0,0,0,0,0,
2246,car,0.752,393,1426,320,1511,381,,0.0,0,0,0,0,
2246,car,0.592,395,1241,317,1281,343,,0.0,0,0,0,0,
2247,car,0.809,383,1327,314,1409,376,detectada,0.55,1673,376,1723,391,
2247,car,0.722,373,1125,310,1191,361,,0.0,0,0,0,0,
2247,car,0.754,393,1426,320,1511,381,,0.0,0,0,0,0,
2247,car,0.596,395,1242,317,1281,343,,0.0,0,0,0,0,
2248,car,0.825,383,1327,314,1406,376,detectada,0.55,1673,376,1723,391,
2248,car,0.73,373,1125,310,1190,361,,0.0,0,0,0,0,
2248,car,0.761,393,1425,320,1511,380,,0.0,0,0,0,0,
2248,car,0.595,395,1242,317,1281,343,,0.0,0,0,0,0,
2249,car,0.832,383,1326,315,1405,376,detectada,0.55,1673,376,1723,391,
2249,car,0.761,373,1125,310,1190,363,,0.0,0,0,0,0,
2249,car,0.756,393,1425,321,1511,380,,0.0,0,0,0,0,
2249,car,0.565,395,1243,317,1281,343,,0.0,0,0,0,0,
2250,car,0.833,383,1325,315,1404,376,,0.0,0,0,0,0,
2250,car,0.777,373,1124,310,1190,363,,0.0,0,0,0,0,
2250,car,0.756,393,1425,321,1511,380,,0.0,0,0,0,0,
2250,car,0.57,395,1243,317,1281,344,,0.0,0,0,0,0,
2251,car,0.819,383,1323,315,1403,376,detectada,0.55,1673,376,1723,391,
2251,car,0.764,373,1122,310,1190,363,,0.0,0,0,0,0,
2251,car,0.753,393,1425,321,1511,380,,0.0,0,0,0,0,
2251,car,0.551,395,1243,317,1280,343,,0.0,0,0,0,0,
2252,car,0.809,383,1322,315,1401,375,detectada,0.55,1673,376,1723,391,
2252,car,0.741,373,1121,310,1189,363,,0.0,0,0,0,0,
2252,car,0.748,393,1426,321,1511,380,,0.0,0,0,0,0,
2252,car,0.538,395,1244,317,1280,344,,0.0,0,0,0,0,
2253,car,0.805,383,1321,315,1400,374,detectada,0.55,1673,376,1723,391,
2253,car,0.752,373,1120,310,1189,364,,0.0,0,0,0,0,
2253,car,0.75,393,1426,320,1512,381,,0.0,0,0,0,0,
2253,car,0.53,395,1244,317,1280,344,,0.0,0,0,0,0,
2254,car,0.796,383,1321,315,1399,373,detectada,0.55,1673,376,1723,391,
2254,car,0.77,373,1119,310,1188,364,,0.0,0,0,0,0,
2254,car,0.75,393,1426,320,1512,381,,0.0,0,0,0,0,
2254,car,0.517,395,1245,317,1280,344,,0.0,0,0,0,0,
2255,car,0.787,383,1321,315,1396,373,detectada,0.55,1673,376,1723,391,
2255,car,0.793,373,1117,310,1188,364,,0.0,0,0,0,0,
2255,car,0.751,393,1427,320,1512,381,,0.0,0,0,0,0,
2255,car,0.522,395,1245,317,1281,344,,0.0,0,0,0,0,
2256,car,0.776,383,1319,316,1395,373,detectada,0.55,1673,376,1723,391,
2256,car,0.764,373,1116,310,1187,365,,0.0,0,0,0,0,
2256,car,0.726,393,1426,321,1512,381,,0.0,0,0,0,0,
2256,car,0.56,395,1246,317,1282,344,,0.0,0,0,0,0,
2257,car,0.775,383,1318,316,1394,372,detectada,0.55,1673,376,1723,391,
2257,car,0.772,373,1116,309,1186,365,,0.0,0,0,0,0,
2257,car,0.723,393,1426,321,1512,381,,0.0,0,0,0,0,
2257,car,0.532,395,1246,317,1282,343,,0.0,0,0,0,0,
2258,car,0.781,383,1316,316,1393,372,detectada,0.55,1673,376,1723,391,
2258,car,0.79,373,1115,309,1185,366,,0.0,0,0,0,0,
2258,car,0.722,393,1426,321,1512,380,,0.0,0,0,0,0,
2258,car,0.507,395,1246,317,1282,343,,0.0,0,0,0,0,
2259,car,0.764,383,1315,315,1393,371,detectada,0.55,1673,376,1723,391,
2259,car,0.775,373,1114,309,1184,366,,0.0,0,0,0,0,
2259,car,0.713,393,1426,321,1512,380,,0.0,0,0,0,0,
2259,car,0.474,395,1246,317,1282,343,,0.0,0,0,0,0,
2260,car,0.768,383,1314,315,1392,371,detectada,0.55,1673,376,1723,391,
2260,car,0.787,373,1113,309,1184,366,,0.0,0,0,0,0,
2260,car,0.718,393,1428,321,1511,380,,0.0,0,0,0,0,
2260,car,0.472,395,1246,317,1281,343,,0.0,0,0,0,0,
2261,car,0.773,383,1312,315,1391,371,detectada,0.55,1673,376,1723,391,
2261,car,0.782,373,1112,308,1183,366,,0.0,0,0,0,0,
2261,car,0.715,393,1428,322,1511,380,,0.0,0,0,0,0,
2261,car,0.45,395,1247,317,1281,342,,0.0,0,0,0,0,
2262,car,0.795,383,1310,315,1390,371,detectada,0.55,1673,376,1723,391,
2262,car,0.772,373,1110,308,1182,367,,0.0,0,0,0,0,
2262,car,0.726,393,1428,321,1511,380,,0.0,0,0,0,0,
2262,car,0.439,395,1247,317,1281,342,,0.0,0,0,0,0,
2263,car,0.793,383,1310,314,1388,371,detectada,0.55,1673,376,1723,391,
2263,car,0.767,373,1109,307,1182,368,,0.0,0,0,0,0,
2263,car,0.725,393,1428,321,1511,380,,0.0,0,0,0,0,
2263,car,0.452,395,1247,318,1280,343,,0.0,0,0,0,0,
2264,car,0.785,383,1309,314,1387,371,detectada,0.55,1673,376,1723,391,
2264,car,0.768,373,1106,307,1182,369,,0.0,0,0,0,0,
2264,car,0.735,393,1428,321,1511,380,,0.0,0,0,0,0,
2264,car,0.433,395,1247,318,1280,343,,0.0,0,0,0,0,
2265,car,0.787,383,1310,314,1387,371,,0.0,0,0,0,0,
2265,car,0.722,373,1105,308,1181,368,,0.0,0,0,0,0,
2265,car,0.731,393,1428,321,1511,380,,0.0,0,0,0,0,
2265,car,0.447,395,1247,318,1280,343,,0.0,0,0,0,0,
2266,car,0.768,383,1310,314,1386,371,detectada,0.55,1673,376,1723,391,
2266,car,0.708,373,1104,308,1180,368,,0.0,0,0,0,0,
2266,car,0.737,393,1428,321,1511,380,,0.0,0,0,0,0,
2266,car,0.437,395,1247,318,1280,343,,0.0,0,0,0,0,
2267,car,0.764,383,1309,314,1386,371,detectada,0.55,1673,376,1723,391,
2267,car,0.686,373,1103,307,1179,369,,0.0,0,0,0,0,
2267,car,0.735,393,1427,321,1511,380,,0.0,0,0,0,0,
2267,car,0.423,395,1247,317,1280,343,,0.0,0,0,0,0,
2268,car,0.77,383,1310,315,1385,371,detectada,0.55,1673,376,1723,391,
2268,car,0.683,373,1100,308,1178,369,,0.0,0,0,0,0,
2268,car,0.736,393,1427,321,1511,380,,0.0,0,0,0,0,
2269,car,0.785,383,1311,315,1384,370,detectada,0.55,1673,376,1723,391,
2269,car,0.7,373,1099,307,1178,370,,0.0,0,0,0,0,
2269,car,0.735,393,1428,321,1511,380,,0.0,0,0,0,0,
2270,car,0.778,383,1312,315,1382,370,detectada,0.55,1673,376,1723,391,
2270,car,0.719,373,1097,307,1178,370,,0.0,0,0,0,0,
2270,car,0.733,393,1427,321,1512,380,,0.0,0,0,0,0,
2271,car,0.772,383,1312,315,1382,370,detectada,0.55,1673,376,1723,391,
2271,car,0.762,373,1093,307,1177,371,,0.0,0,0,0,0,
2271,car,0.738,393,1427,321,1512,381,,0.0,0,0,0,0,
2272,car,0.782,383,1311,315,1381,370,detectada,0.55,1673,376,1723,391,
2272,car,0.77,373,1091,307,1176,371,,0.0,0,0,0,0,
2272,car,0.739,393,1427,321,1512,381,,0.0,0,0,0,0,
2273,car,0.779,383,1310,315,1380,369,detectada,0.55,1673,376,1723,391,
2273,car,0.777,373,1089,307,1175,372,,0.0,0,0,0,0,
2273,car,0.736,393,1427,321,1512,381,,0.0,0,0,0,0,
2274,car,0.78,383,1309,316,1380,369,detectada,0.55,1673,376,1723,391,
2274,car,0.8,373,1087,308,1174,373,,0.0,0,0,0,0,
2274,car,0.739,393,1427,321,1512,381,,0.0,0,0,0,0,
2275,car,0.775,383,1308,315,1379,369,detectada,0.55,1673,376,1723,391,
2275,car,0.794,373,1086,308,1172,373,,0.0,0,0,0,0,
2275,car,0.736,393,1427,321,1512,381,,0.0,0,0,0,0,
2276,car,0.776,383,1307,315,1379,369,detectada,0.55,1673,376,1723,391,
2276,car,0.779,373,1085,307,1171,374,,0.0,0,0,0,0,
2276,car,0.733,393,1427,321,1512,381,,0.0,0,0,0,0,
2277,car,0.776,383,1307,315,1378,368,detectada,0.55,1673,376,1723,391,
2277,car,0.781,373,1083,307,1170,375,,0.0,0,0,0,0,
2277,car,0.735,393,1427,321,1512,381,,0.0,0,0,0,0,
2278,car,0.771,383,1307,315,1378,368,detectada,0.55,1673,376,1723,391,
2278,car,0.805,373,1080,308,1169,375,,0.0,0,0,0,0,
2278,car,0.734,393,1427,321,1512,381,,0.0,0,0,0,0,
2279,car,0.788,383,1307,315,1377,368,detectada,0.55,1673,376,1723,391,
2279,car,0.759,373,1078,308,1168,375,,0.0,0,0,0,0,
2279,car,0.735,393,1427,321,1512,381,,0.0,0,0,0,0,
2280,car,0.778,383,1307,315,1375,367,,0.0,0,0,0,0,
2280,car,0.791,373,1076,308,1167,375,,0.0,0,0,0,0,
2280,car,0.738,393,1427,321,1511,381,,0.0,0,0,0,0,
2281,car,0.771,383,1306,315,1374,367,detectada,0.55,1673,376,1723,391,
2281,car,0.824,373,1075,308,1165,375,,0.0,0,0,0,0,
2281,car,0.738,393,1427,321,1511,381,,0.0,0,0,0,0,
2282,car,0.768,383,1306,315,1373,366,detectada,0.55,1673,376,1723,391,
2282,car,0.786,373,1073,308,1164,376,,0.0,0,0,0,0,
2282,car,0.736,393,1427,321,1511,381,,0.0,0,0,0,0,
2283,car,0.738,383,1306,314,1372,365,detectada,0.55,1673,376,1723,391,
2283,car,0.745,373,1069,309,1163,377,,0.0,0,0,0,0,
2283,car,0.745,393,1427,321,1511,381,,0.0,0,0,0,0,
2284,car,0.74,383,1307,314,1370,365,detectada,0.55,1673,376,1723,391,
2284,car,0.783,373,1067,308,1162,378,,0.0,0,0,0,0,
2284,car,0.741,393,1427,321,1511,381,,0.0,0,0,0,0,
2285,car,0.755,383,1306,314,1370,365,detectada,0.55,1673,376,1723,391,
2285,car,0.733,373,1065,308,1161,379,,0.0,0,0,0,0,
2285,car,0.743,393,1427,321,1511,381,,0.0,0,0,0,0,
2285,car,0.408,396,1371,325,1400,357,,0.0,0,0,0,0,
2286,car,0.754,383,1306,314,1369,365,detectada,0.55,1673,376,1723,391,
2286,car,0.762,373,1063,307,1160,380,,0.0,0,0,0,0,
2286,car,0.743,393,1427,321,1511,381,,0.0,0,0,0,0,
2286,car,0.408,396,1371,325,1399,356,,0.0,0,0,0,0,
2287,car,0.751,383,1306,314,1368,365,detectada,0.55,1673,376,1723,391,
2287,car,0.688,373,1061,307,1160,381,,0.0,0,0,0,0,
2287,car,0.74,393,1427,321,1511,381,,0.0,0,0,0,0,
2287,car,0.412,396,1371,325,1398,355,,0.0,0,0,0,0,
2288,car,0.738,383,1306,313,1368,365,detectada,0.55,1673,376,1723,391,
2288,car,0.737,373,1056,307,1159,382,,0.0,0,0,0,0,
2288,car,0.741,393,1427,321,1511,381,,0.0,0,0,0,0,
2288,car,0.441,396,1370,325,1398,355,,0.0,0,0,0,0,
2289,car,0.735,383,1307,313,1367,365,detectada,0.55,1673,376,1723,391,
2289,car,0.753,373,1054,308,1159,383,,0.0,0,0,0,0,
2289,car,0.742,393,1427,321,1511,381,,0.0,0,0,0,0,
2289,car,0.445,396,1369,325,1398,355,,0.0,0,0,0,0,
2290,car,0.729,383,1306,313,1367,365,detectada,0.55,1673,376,1723,391,
2290,car,0.757,373,1051,307,1157,383,,0.0,0,0,0,0,
2290,car,0.749,393,1427,321,1511,381,,0.0,0,0,0,0,
2290,car,0.428,396,1368,325,1398,356,,0.0,0,0,0,0,
2291,car,0.726,383,1306,313,1367,364,detectada,0.55,1673,376,1723,391,
2291,car,0.781,373,1049,307,1154,383,,0.0,0,0,0,0,
2291,car,0.746,393,1427,321,1511,381,,0.0,0,0,0,0,
2291,car,0.42,396,1368,325,1397,356,,0.0,0,0,0,0,
2292,car,0.727,383,1305,313,1366,364,detectada,0.55,1673,376,1723,391,
2292,car,0.737,373,1046,307,1152,384,,0.0,0,0,0,0,
2292,car,0.75,393,1427,321,1511,381,,0.0,0,0,0,0,
2292,car,0.416,396,1368,325,1397,357,,0.0,0,0,0,0,
2293,car,0.727,383,1305,313,1365,364,detectada,0.55,1673,376,1723,391,
2293,car,0.785,373,1043,307,1150,385,,0.0,0,0,0,0,
2293,car,0.751,393,1427,321,1511,381,,0.0,0,0,0,0,
2293,car,0.417,396,1368,325,1398,357,,0.0,0,0,0,0,
2294,car,0.714,383,1304,314,1365,364,detectada,0.55,1673,376,1723,391,
2294,car,0.803,373,1041,307,1149,386,,0.0,0,0,0,0,
2294,car,0.756,393,1427,321,1511,381,,0.0,0,0,0,0,
2294,car,0.426,396,1367,325,1399,357,,0.0,0,0,0,0,
2295,car,0.72,383,1305,314,1365,363,,0.0,0,0,0,0,
2295,car,0.819,373,1039,307,1148,386,,0.0,0,0,0,0,
2295,car,0.76,393,1427,321,1511,381,,0.0,0,0,0,0,
2295,car,0.438,396,1366,325,1399,358,,0.0,0,0,0,0,
2296,car,0.722,383,1305,314,1365,362,detectada,0.55,1673,376,1723,391,
2296,car,0.797,373,1034,307,1147,388,,0.0,0,0,0,0,
2296,car,0.759,393,1427,321,1511,381,,0.0,0,0,0,0,
2296,car,0.464,396,1365,324,1398,357,,0.0,0,0,0,0,
2297,car,0.727,383,1305,313,1364,362,detectada,0.55,1673,376,1723,391,
2297,car,0.837,373,1031,307,1145,389,,0.0,0,0,0,0,
2297,car,0.76,393,1427,321,1511,381,,0.0,0,0,0,0,
2297,car,0.472,396,1366,324,1398,357,,0.0,0,0,0,0,
2298,car,0.7,383,1305,314,1363,362,detectada,0.55,1673,376,1723,391,
2298,car,0.789,373,1028,307,1144,390,,0.0,0,0,0,0,
2298,car,0.755,393,1427,321,1511,381,,0.0,0,0,0,0,
2298,car,0.465,396,1367,324,1399,357,,0.0,0,0,0,0,
2299,car,0.677,383,1304,314,1362,362,detectada,0.55,1673,376,1723,391,
2299,car,0.795,373,1024,307,1142,392,,0.0,0,0,0,0,
2299,car,0.753,393,1427,321,1511,381,,0.0,0,0,0,0,
2299,car,0.469,396,1368,324,1399,357,,0.0,0,0,0,0,
2300,car,0.674,383,1304,314,1361,363,detectada,0.55,1673,376,1723,391,
2300,car,0.819,373,1020,307,1139,394,,0.0,0,0,0,0,
2300,car,0.752,393,1427,321,1511,381,,0.0,0,0,0,0,
2300,car,0.474,396,1369,324,1399,357,,0.0,0,0,0,0,
2301,car,0.652,383,1304,314,1360,362,detectada,0.55,1673,376,1723,391,
2301,car,0.84,373,1016,307,1138,395,,0.0,0,0,0,0,
